row,thread_id,group,title,comment_count,comment_id,comment_rank,comment_timestamp,comment_user,comment_text,comment_authors,comment_works,solved,answer,librarything_id,notes
213,93190,Book talk,"Poetry Anthology Book--Need Title, please",8,93190-6,6,"Jun 21, 2010, 2:09am",haikupatriot,"Thanks for all suggestions. Here's all I remember and don't remember. Book bought in late 80's or in the 90's at a university book store in Poetry section (non-textbook). Dust jacket unavailable. Hard cover, a muted red. Do not recall any inscriptions, nor editor. Book had thin paper pages, red thin ribbon marker. Poetry written in English, was a adult, general interest poetry anthology. I recall that poems started from Medieval times or earlier and continued over the centuries until just before book published. Book may have been approx. 1000 pages. Maybe 7.5 inches tall, 5 inches wide, and about 1 inch thick. My best recollection is of several shape (pattern, visual) poems toward the end of book. I think one was in the shape of a DNA helix (do not recall poem title). It is possible at least one of the shape poems was by Michael McClure, but I'm not 100 % certain. That's it. Again, thanks. Will f/u with Name That Book, Poetry Fool, and try going through anthology book listings. Will post if I ever find the title of the little sucker!",,,,,,
214,93190,Book talk,"Poetry Anthology Book--Need Title, please",8,93190-7,7,"Jun 22, 2010, 3:54pm",haikupatriot,"Hi! Again, thanks to all, especially to Mr.Durick. Name That Book came through for me! http://www.librarything.com/topic/93346&newpost=1#lastmsg The book was The Harper Anthology of Poetry. The helix shaped poem was ""Andy-Diane DNA Letter"" by Andrew Weiman.",,,solved / confirmed,John Frederick Nims (Ed.): The Harper Anthology of Poetry,book: 154174,"poem not found on LT
solved on another board"
215,93190,Book talk,"Poetry Anthology Book--Need Title, please",8,93190-8,8,"Jun 22, 2010, 7:30pm",MaggieO,"That's great, haikupatriot! Thanks for reporting back. LibraryThing is mighty!",,,,,,
216,67470,Name that Book,Children's book. Girl releases her reflection from a mirror who turns out to be an evil twin.,4,67470-1,1,"Jun 24, 2009, 12:44pm",AllieW,"The plotline in the title is about all I can remember. It is possible that they swapped worlds, I can't recall. I would probably have been about 9 when I read this (so 1987 or so). I dont' remember anything about the book or author, just this fragment. If anyone has any ideas, I'd be grateful!",,,,,,
217,67470,Name that Book,Children's book. Girl releases her reflection from a mirror who turns out to be an evil twin.,4,67470-2,2,"Edited: Jun 24, 2009, 1:48pm",PensiveCat,"That sounds like Lois Duncan, Stranger with my Face. That book scared me when I was little.",duncanlois,4418085,,,,
218,67470,Name that Book,Children's book. Girl releases her reflection from a mirror who turns out to be an evil twin.,4,67470-3,3,"Jun 24, 2009, 1:51pm",Jodyreadseverything,"#2 - I read that book, loved it and then forgot it. Now I might track it down again. Not sure when this was published but Another Me by Catherine MacPhail has a similar theme.",,1086202,,,,
219,67470,Name that Book,Children's book. Girl releases her reflection from a mirror who turns out to be an evil twin.,4,67470-4,4,"Jun 25, 2009, 4:53am",AllieW,I'll check both of those and see if they jog my memory. Thank you.,,,unsolved,,,
220,50119,Name that Book,Girl in the Windmill?,4,50119-1,1,"Nov 20, 2008, 11:02pm",mountebank,"Hey everyone! I have an extremely vague memory of a paperback book I read growing up in the '80s that featured a girl who would spend time in a windmill (or perhaps a boat or some other structure?) that was abandoned on her family's property (perhaps her grandmother's?). I seem to remember small details, like her hiking out to the windmill, bringing a picnic and sort of camping out there and reading books, which sounded like so much fun. This is extremely vague, I apologize, but if this rings a bell to anyone...",,,,,,
221,50119,Name that Book,Girl in the Windmill?,4,50119-2,2,"Nov 21, 2008, 1:41am",weener,"Maybe The Windmill Summer by Hila Feil? Published in 1972. Tired of being nagged by her relatives, a girl goes to live by herself in her great-grandfather's windmill.",,4826538,solved,Hila Feil: The Windmill Summer,4826538,
222,50119,Name that Book,Girl in the Windmill?,4,50119-3,3,"Nov 21, 2008, 2:51am",MarthaJeanne,"This reminds me of certain episodes in Islandia by Austin Tappan Wright, but certainly isn't the main thing I would recall of that book.",,113348,,,,
223,50119,Name that Book,Girl in the Windmill?,4,50119-4,4,"Nov 21, 2008, 10:19am",mountebank,"THAT'S IT!  Weener, you made my day; thank you so much.  I couldn't be sure what the structure was, but now I know it was definitely a windmill. Strangely, I seemed to remember it having a purple cover (but didn't say so thinking I would sound stupid). Sure enough... Thanks also for your comments Martha Jeanne. xoxox",,,confirmed,,,
224,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-1,1,"Nov 2, 2010, 12:07am",TheHex,Help find this title pls I've tried every search I can think of. The plot is there's a coalition of various aliens some of which resemble ostriches others cat like they are fighting another species that humans later nickname squids anyway they come to earth and discover humans who they realize have a knack for war and actually seem to enjoy it and the humans end up turning the tide of the war ect .. I read it at least 15 years ago so pre 1995 and I also remember that the only species of the coalition of aliens that actually could even stand being in combat were the cat like ones . Another detail I remember is that they made gold from the ocean surrounding their ship and used it to pay the first test subjects to go to combat or combat school. Pls help I would really like to find this book again and read the whole series this time. Thank you,,,,,,
225,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-2,2,"Nov 2, 2010, 12:22pm",RowanTribe,"Could it be A Hymn Before Battle by John Ringo?  That's the first of his ""Posleen War"" series, and it was written a little later than you mention, but it has pacifistic aliens. However, there aren't really any cat ones - the Darhel are sort of elves, the Indowy are green teddy bears, the Himmit are purple frogs and the Posleen - the bad guys - are centaurs So, that may not be it, but at least it eliminates one of the options, and might give you something else which is similar and you might like!",,86825,,,,
226,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-3,3,"Nov 2, 2010, 10:55pm",TheHex,Thank you for your response! Although extremely similar I do not believe this is the book I am looking for and yes I think I will enjoy this series so now I will have to read it lol. I do clearly remember the book I am looking for to have a bird like race that looked like a ostriches and a bipedal cat like one as well I can almost clearly picture the cover .They were all species that were almost incapable of violence just like in the series you mentioned I also remember that the bird species took some kind of drug to be able to tolerate I think just plain confrontation and when they first met the human character he accidentally broke it's bones giving it a handshake if that rings Antibes bells please let me know!,,,,,,
227,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-4,4,"Nov 3, 2010, 2:03pm",midikiman,"Sounds a lot like the Confederation series by Tanya Huff, but the details don't quite match and the timing is wrong. I took a look on TVTropes (http://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreWarriors), but nothing there rings a bell. It seems familiar, though.",,112285,,,,
228,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-5,5,"Nov 3, 2010, 3:29pm",jjmcgaffey,"Maybe one of Christopher Anvil's books? I don't see any that match precisely, but he has a few about aliens that can't stand violence recruiting humans (I believe). Unfortunately that general theme is quite common. You've got some good specific details, but none of them ring a bell for me...hope someone else can help.",anvilchristopher,,,,,
229,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-6,6,"Nov 3, 2010, 11:00pm",infiniteletters,Perhaps The Mind Pool (aka Nimrod Hunt) by Charles Sheffield?,,465258|178838,,,,
230,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-7,7,"Edited: Nov 11, 2010, 5:23pm",evaogrady,How about the Damned trilogy by Alan Dean Foster (http://en.wikipedia.org/wiki/The_Damned_Trilogy)? It has the evil squid and the pacifist ostriches!,,,solved,Alan Dean Foster: The Damned Trilogy,12973,"series
nseries/12973"
231,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-8,8,"Nov 19, 2010, 2:03pm",TheHex,That's it! Alan dean foster The damned trilogy! Thank you so much I've been wanting to read the rest of this trilogy for years but couldnt find it !!!! Thanks again!,,,confirmed,,,
232,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-9,9,"Dec 16, 2010, 2:36am",John.Harris,"Just seeing the title reminded me that I should look for a copy of William Tenn's ""The Liberation of Earth"" for a Christmas present. No cats, no squid, but a good start to the morning.",,273591,,,,
233,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-10,10,"Edited: Dec 16, 2010, 3:25am",guido47,"#9, Is that the one where the earth is reduced to a slag heap by successive waves of ""liberators""?",,,,,,
234,101634,Name that Book,Sci fi first contact story humans recruited to fight alien war,11,101634-11,11,"Dec 16, 2010, 5:14am",John.Harris,"That's the one. Written about Korea, made famous by Vietnam and supremely relevant to Afghanistan. The deadpan delivery is still perfect after all these years.",,,,,,
235,58855,Name that Book,YA book about a colony where all the adults are killed...,2,58855-1,1,"Feb 27, 2009, 9:12am",Escheevain,"Hey, you might remember me as the guy who asked you all to name Time of the Great Freeze for me. Well, I have another one. This book takes place on a space colony where one of the local creatures (some kind of giant insect, I think) come out of hibernation every five years or so and stampede across the landscape like buffalo herds, devouring everything in their path. Well, the colonists weren't aware of this when they decided to settle there. When the creatures came out of hibernation after their arrival all the adults in the colony were devoured and the only survivors were the children who were taking their classes inside the landed and partially cannibalized spacecraft that took them to that world. They were left alone with only the ship's AI to help them survive. The story is set just before the bugs are due to come out of hibernation for a second time. I have no idea about the story itself, only the backstory. I can't remember anything about the book's size, cover, year when it was written, nothing. I hope someone can help me out, it's really been BUGGING me!",,138480,,,,
236,58855,Name that Book,YA book about a colony where all the adults are killed...,2,58855-2,2,"Feb 28, 2009, 12:38pm",infiniteletters,The Outer Limits: The Innocent by John Peel,,3334451,unsolved,,,
237,73205,Name that Book,children's ghost story - going to a party in a big house,6,73205-1,1,"Edited: Feb 15, 11:20pm",lquilter,"Short story I read as a kid. Possibly I'm mixing it in my memory with other stories. In my memory, a big house shows up in the neighborhood, and holds a great party. It's everything a kid could want. Protagonist(s) want to go to the party, and do; they leave early, somehow, then discover the house was haunted or would have taken them away, or all the kids were ghost-kids, or something like that.  I read this story in a collection, but can't place it. I had thought perhaps in ""Alfred Hitchcock's Ghostly Gallery"" or ""Alfred Hitchcock's Haunted Houseful"" but can't verify.  I semi-recall another story that I think was in this collection (how many more vagaries can I include?) -- it somehow reminded me of the characters from The Wind in the Willows but involved, again, something spooky and out-of-character.  -- lquilter",,679446|1534|470158,,,,
238,73205,Name that Book,children's ghost story - going to a party in a big house,6,73205-2,2,"Sep 15, 2009, 4:54pm",Sean191,I doubt I'm right...but I'll throw it out there anyway.... The Halloween Tree from Ray Bradbury?,,,,,,
239,73205,Name that Book,children's ghost story - going to a party in a big house,6,73205-3,3,"Edited: Feb 15, 11:20pm",lquilter,"Hmm, I don't think The Halloween Tree is it, but it looks interesting:  Eight boys set out on a Halloween night and are led into the depths of the past by a tall, mysterious character named Moundshroud. They ride on a black wind to autumn scenes in distant lands and times, where they witness other ways of celebrating this holiday about the dark time of year. Bradbury's lyrical prose whooshes along with the pell-mell rhythms of children running at night, screaming and laughing, and the reader is carried along by its sheer exuberance. (from amazon)  I'll check it out. -- lquilter",,32425,,,,
240,73205,Name that Book,children's ghost story - going to a party in a big house,6,73205-4,4,"Sep 15, 2009, 7:42pm",Sean191,"I think I may have given it away to someone...if I still have it, I'll mail you my copy!",,,,,,
241,73205,Name that Book,children's ghost story - going to a party in a big house,6,73205-5,5,"Sep 16, 2009, 1:45am",aviddiva,"Nothing like this in Alfred Hitchcock's Haunted Houseful, but it might be another Hitchcock collection.",,679446,,,,
242,73205,Name that Book,children's ghost story - going to a party in a big house,6,73205-6,6,"Edited: Feb 15, 11:20pm",lquilter,"I found the story -- it's ""The White-Haired Children"" by Ruth Ainsworth, and it's available in her collection, The Phantom Cyclist. -- lquilter",ainsworthruth,1718930,solved / confirmed,Ruth Ainsworth: The White-Haired Children,,"short fiction
not found on LT"
243,100990,Name that Book,"Childrens book from the late 70s called ""Things""???",4,100990-1,1,"Oct 22, 2010, 4:49pm",nikkihoffmann,"Hi everyone I have a wonderful memory of my father reading me a book as a small child that I believe was called ""Things"" (not to be confused with ""Where the Wild Things Are""). I have been searching on the internet for ages but can't seem to find it. I was born in 1978 so I assume the book was either published in the 70s or the early 80s. It was mainly a picture book or weird imaginary pictures of weird hairy circular creatures called ""things"" .... each page had these fantastic pictures with wording like ""Big things and little things, Things in the moon, Shy Things and Loud Things"" etc.... Does this ring a bell for anyone? I would be so grateful if someone could point me to author & correct title. Thanks :) Nikki",,,,,,
244,100990,Name that Book,"Childrens book from the late 70s called ""Things""???",4,100990-2,2,"Oct 22, 2010, 7:33pm",weener,Probably the Roger Hargreaves book. He's the same guy who did those Mr. Men and Little Miss books. I loved those. Tag:Things Roger Hargreaves,hargreavesroger,3082684,solved,Roger Hargreaves: Things,3082684,
245,100990,Name that Book,"Childrens book from the late 70s called ""Things""???",4,100990-3,3,"Oct 28, 2010, 3:37pm",nikkihoffmann,Thank you so much!  I've found it on Amazon and placed an order - can't wait to read it to my daughter.,,,confirmed,,,
246,100990,Name that Book,"Childrens book from the late 70s called ""Things""???",4,100990-4,4,"Nov 9, 2010, 6:32pm",weener,You're very welcome!,,,,,,
247,122124,Name that Book,YA summer camp book,5,122124-1,1,"Aug 14, 2011, 6:10pm",sorchasibeal10,"This book is from the late 70s-early 80s. A girl and her mom go to summer camp or a retreat. I think the parents were having trouble. There's horseback riding. The girl is self-conscious about being flat-chested. I've looked at Paula Danziger and Ellen Conford, but haven't found it. Any ideas are much appreciated!",,,,,,
248,122124,Name that Book,YA summer camp book,5,122124-2,2,"Aug 14, 2011, 8:12pm",bookel,"I have a feeling I ought to know it (since I like camp stories), or have seen a plot summary like that before when searching, but have been having no luck searching at the moment...",,,,,,
249,122124,Name that Book,YA summer camp book,5,122124-3,3,"Aug 17, 2011, 8:46am",bookel,Still searching... I am finding more camp stories to wishlist! Are there any other details you remember? Keywords that might help?,,,,,,
250,122124,Name that Book,YA summer camp book,5,122124-4,4,"Edited: Aug 18, 2011, 7:17am",bookel,"This one's published too late. I was probably thinking of that at the time I read the query... Camp off-the-wall by Cam Parker New York, N.Y. : Avon Books, 1987.	 Seventh-grader Tiffin and fourth-grader Wil's parents separate before sending the children off to summer camps--then spend the summer on the doorsteps of the camps scrapping and working out their relationship. Still searching.",,1578217,,,,
251,122124,Name that Book,YA summer camp book,5,122124-5,5,"Aug 18, 2011, 7:29am",bookel,"Elizabeth Feuer, Lost Summer is another camp story where there's family problems, but it appears the mother was abroad. The older sister is there. The earliest date of that one is 1994 though...",,5375051,unsolved,,,
252,58784,Name that Book,British Mystery/Suspence,5,58784-1,1,"Feb 26, 2009, 11:27am",Swansong100,"Publ. late 1970's early 1980's. Set in contemporary England, concerning a young woman who is unwilling sleuth, potential victim in rural area with wells and trees which play and important part. She believes the trees are sacred and can save her life. I remember an almost mythic feel to a murder mystery, where old trees provide a safe haven.",,,,,,
253,58784,Name that Book,British Mystery/Suspence,5,58784-2,2,"Feb 26, 2009, 2:31pm",DK1010,"I remember reading this, but the title that comes to mind is very new. All I can think of is Sorcery and Cecelia. Perhaps, someone can tell me if this happened in S&C. If not, I'll look through other books that I have read to try to remember which one it was.",,26628,,,,
254,58784,Name that Book,British Mystery/Suspence,5,58784-3,3,"Feb 26, 2009, 2:31pm",wisewoman,I don't think this is Sorcery and Cecelia.,,26628,,,,
255,58784,Name that Book,British Mystery/Suspence,5,58784-4,4,"Feb 26, 2009, 6:01pm",staffordcastle,"No, not at all - the young ladies in S&C were very willing sleuths, and the trees element is quite missing. Sounds interesting, though!",,,,,,
256,58784,Name that Book,British Mystery/Suspence,5,58784-5,5,"Feb 28, 2009, 10:18am",Swansong100,Thank you one and all for responding so quickly. I know this book will show up somewhere. It was quite suspenseful and a good read.,,,unsolved,,,
257,27033,Name that Book,Time travel book about beothuks,3,27033-1,1,"Edited: May 19, 5:26pm",fullyarmedvishnu,"I'm looking for this book so I can add it to my collection.  It's about a brother and sister living in Newfoundland who find a black box that carries them back into the past where they meet Beothuks.  I can't remember the title (it was something like The Box of The Black Box) or author, but the cover art is very clear. It shows two teens sitting on the ground around a small rectangular box. Purple light is coming out from under the box. After their adventures, they find out that it has a manual. Probably has or was intended to have a sequel. It was published in the 1980s or 1990s.",,,,,,
258,27033,Name that Book,Time travel book about beothuks,3,27033-2,2,"Jan 6, 2008, 2:15am",jseger9000,It isn't Blood Red Ochre is it?,,1841321,,,,
259,27033,Name that Book,Time travel book about beothuks,3,27033-3,3,"Jan 8, 2008, 8:59am",fullyarmedvishnu,"No, it's not.",,,unsolved,,,
260,43576,Name that Book,1970's Children's book about midnight adventure,5,43576-1,1,"Aug 17, 2008, 1:47pm",ekul96,"Dear bibliophiles, I'm trying to find the title of a book I read when I was a child in the 1970's (in the UK). I think the story was about a child getting out of bed in the middle of the night and going on an adventure, seeing something that scares them (was it an owl?) and then rushing back home. The one thing I clearly remember is the adventure is told in sequences of words such as around the lake, through the woods, up the hill.... and into bed etc etc Jog any memories? Many thanks",,,,,,
261,43576,Name that Book,1970's Children's book about midnight adventure,5,43576-2,2,"Aug 17, 2008, 1:51pm",lek103,Reminds me of Crockett Johnson's Harold and the Purple Crayon...maybe. :),,52295,,,,
262,43576,Name that Book,1970's Children's book about midnight adventure,5,43576-3,3,"Aug 17, 2008, 7:21pm",Booksloth,Couldn't be Tom's Midnight Garden? Just a wild guess really.,,5512,,,,
263,43576,Name that Book,1970's Children's book about midnight adventure,5,43576-4,4,"Aug 17, 2008, 8:31pm",fabtk,Reminds me of one of the Berenstain Bears books. Maybe the Spooky Old Tree?,,370295,,,,
264,43576,Name that Book,1970's Children's book about midnight adventure,5,43576-5,5,"Aug 18, 2008, 12:25am",melannen,"It's Bears in the Night, actually. Also Berestain, though even earlier than Spooky Old Tree. I had that entire book memorized when I was about five. :D",,72921,unsolved,,,
265,115815,Name that Book,"sf all citizens monitored online, last untagged rebel is pursued for years",5,115815-1,1,"May 6, 2011, 7:08pm",pickupsticks,"One last holdout has been evading capture and being ""branded"" by totalitarian government and made part of computerlike network. All others now are now monitored continually.The government can track their location and access all their communications and transactions. The citizens' only access to information is via this network, to which they are now connected via the ""brand""  Through his ingenuity and luck the protagonist has been one step ahead of the trackers for years. Final showdown takes place in the mountains, cold and snowing. I think helicopters are involved, and a betrayal by friend. I'd like to reread it, also other books by this author. Can you help? I read this about ten years ago, but don't know date of publication.",,,,,,
266,115815,Name that Book,"sf all citizens monitored online, last untagged rebel is pursued for years",5,115815-2,2,"May 12, 2011, 9:33am",infiniteletters,Candle by John Barnes,barnesjohn,49767,solved,John Barnes: Candle,49767,
267,115815,Name that Book,"sf all citizens monitored online, last untagged rebel is pursued for years",5,115815-3,3,"May 13, 2011, 5:07pm",pickupsticks,"Thank you, infiniteletters. I see John Barnes has written lots of other books, so I'm looking forward to reareading Candle, as well as reading his other works.",,,confirmed,,,
268,115815,Name that Book,"sf all citizens monitored online, last untagged rebel is pursued for years",5,115815-4,4,"May 13, 2011, 6:44pm",theapparatus,"Oooo, it's a series: http://www.librarything.com/series/Century+Next+Door :)",,,,,,
269,115815,Name that Book,"sf all citizens monitored online, last untagged rebel is pursued for years",5,115815-5,5,"May 14, 2011, 12:35pm",infiniteletters,"You're very welcome. I was lucky enough to pick up a copy at a dollar store at one point, and it was one of the few good books available there.",,,,,,
270,72921,Name that Book,"YA Novel, read in 1995, Post-Apocalyptic Reversion to Medieval Times",4,72921-1,1,"Edited: Sep 11, 2009, 9:42am",AnnieJanicki,"Premise is that everyone on earth suddenly becomes afraid of technology, and walks away from their cars, radios, etc. and forgets how they work. Protagonist is a girl, and I wanted to say it was called something like ""The Changes"", but I can't find anything like that online. Although searching for phrases like ""changes"" and ""afraid of technology"" are bound to produce every result but the one you had in mind! Does anyone else remember this one? The date might not be exact, but that's when I think I read it, give or take a few years.",,,,,,
271,72921,Name that Book,"YA Novel, read in 1995, Post-Apocalyptic Reversion to Medieval Times",4,72921-2,2,"Sep 11, 2009, 9:53am",SylviaC,"It is The Changes Trilogy by Peter Dickinson. The books are The Weathermonger, Heartsease and The Devil's Children.",,543367|536634|534810,solved,Peter Dickinson: The Changes Trilogy,37207,"series
nseries/37207"
272,72921,Name that Book,"YA Novel, read in 1995, Post-Apocalyptic Reversion to Medieval Times",4,72921-3,3,"Sep 11, 2009, 10:00am",AnnieJanicki,"That's definitely it! Thanks, that was so quick!",,,confirmed,,,
273,72921,Name that Book,"YA Novel, read in 1995, Post-Apocalyptic Reversion to Medieval Times",4,72921-4,4,"Sep 11, 2009, 10:05am",SylviaC,"You're welcome. It was easy since you remembered the ""Changes"" part.",,,,,,
274,53247,Children's Fiction,I'm tryna remember a book; little success,4,53247-1,1,"Dec 30, 2008, 12:36am",cherman7,"I can hardly remember this book, except the fact that I was in love with it.  It was about these wart-hoggy animals (more cuddly, though..), and these plants sort of like bumbershoots. Humans cut down all the bumbershoots and build, duh, big belching black cities and the cuddlywarthogs are sad. I'm assuming some sort of environmental cease-and-desist order is written up at the end but I can't remember how the story ends. I don't think it was a we're-all-ultimately-alone-in-the-struggle-against-evil dystopia kind of ending. Anyway. Written for 4-7 yr. olds, cartoony illustrations. Help! Thanks.",,,,,,
275,53247,Children's Fiction,I'm tryna remember a book; little success,4,53247-2,2,"Jan 6, 2009, 10:08am",Rubbah,have you tried the name that book group? They've helped me with several books.,,,,,,
276,53247,Children's Fiction,I'm tryna remember a book; little success,4,53247-3,3,"Jan 6, 2009, 10:14am",mountebank,Is it The Wump World by Bill Peet?,,55155,,,,
277,53247,Children's Fiction,I'm tryna remember a book; little success,4,53247-4,4,"Jan 6, 2009, 10:30am",MerryMary,Or The Lorax by Dr. Seuss?,,96309,unsolved,,,
278,123369,Name that Book,"Photographs of international/ethnic clothing, grouped by social topic",3,123369-1,1,"Edited: Sep 8, 2011, 11:54am",gsdeva,"Help! Looking for a book of photographs of men and women from different ethnic/cultural groups around the world, showing clothing for different situations.  Eg. ""Marriage"": wedding costumes of Tibet, etc. Maybe a small quarto or a large octavo. Mostly photos, text at the end on colored paper.  Available in the US but possibly a Dutch imprint? Thanks! Graham",,,,,,
279,123369,Name that Book,"Photographs of international/ethnic clothing, grouped by social topic",3,123369-2,2,"Sep 15, 2011, 2:10pm",jeane,"the only one I can think of remotely like this is the Secret Museum of Mankind? very old photographs, all black and white",,4800348,,,,
280,123369,Name that Book,"Photographs of international/ethnic clothing, grouped by social topic",3,123369-3,3,"Sep 15, 2011, 2:52pm",2wonderY,Lots of educational imprints have published series showing comparative anthropology. I just recently came across Ann Morris' Weddings.,morrisann,2932543,unsolved,,,
281,9142,Name that Book,Looking for a Book title or author,2,9142-1,1,"Mar 13, 2007, 2:19pm",mivey1,"I'm trying to find a book I read in the late 1980's. It's about the effects of a pandemic. It's set in the 1970s or 80s in the San Francisco Bay area. The hero is a UC Berkeley Professor, I think of anthropology. It begins with him going into the Sierras between semesters. He is bitten by a rattlesnake and spends several weeks recovering in an isolated mountain cabin. When he is well encough to go home he discovers 80% of the world population has died in a pandemic. The rest of the book details the collapse of civilization and infrastructure and how a tribal, pastoral civilization emerges. Can you help me with the title and author? Thanks.",,,,,,
282,9142,Name that Book,Looking for a Book title or author,2,9142-2,2,"Edited: Mar 20, 2007, 1:12am",francescadefreitas,"Hallo,  This is Earth Abides, by George R. Stewart.  I really enjoyed it, it was distrubing but thought provoking. Hope that helps. Edited to add: Doh! Just saw the other topic! (grin)",stewartgeorger,20709,unsolved,,,
283,63477,Name that Book,"novel, monk gathering St. Catherine's relics",4,63477-1,1,"Apr 27, 2009, 4:02pm",pica7pica,"Fiction  I read this around 2000, it was absolutely not written after fall of 2001 since I read it before I went to Europe and I was looking for Catherine's Wheels in all the art while I was there thanks to this book. It was a novel, about a monk in the medieval period (I think, I'm suddenly unclear about this) who was seeking to gather together the relics of St. Catherine. Possibly ended in a hermitage in Alexandria. The monk could hear her scattered body parts talking to him, but his order did not feel that he should be doing this, so some other group is maybe trying to stop him or collect her before he does? I'm fuzzy on this. I don't think it was marketed as a supernatural book, or a religious book, or a crime thriller, but more just a story/novel. It may have had the word Translation/Translated in the title (not referring to translation of the book, but the religious term of translation in terms of the removal of relics). Arrgh, this is driving me nuts. Thanks to anyone who can help!",,,,,,
284,63477,Name that Book,"novel, monk gathering St. Catherine's relics",4,63477-2,2,"Edited: Apr 27, 2009, 5:03pm",SJaneDoe,"It sounds like it might be A Stolen Tongue by Sheri Holman, first published in 1997.",,6815,solved,Sheri Holman: A Stolen Tongue,6815,
285,63477,Name that Book,"novel, monk gathering St. Catherine's relics",4,63477-3,3,"Apr 28, 2009, 12:16pm",laytonwoman3rd,I second that...A Stolen Tongue for sure.,,6815,solved,,,
286,63477,Name that Book,"novel, monk gathering St. Catherine's relics",4,63477-4,4,"Apr 28, 2009, 12:39pm",pica7pica,That is it! Thanks so much.,,,confirmed,,,
287,36142,Name that Book,Unknown Title,5,36142-1,1,"May 8, 2008, 6:30pm",debyberkimer,"I once read a story in a Reader's Digest Condensed Book collection about two children, a foreign housekeeper/nanny and a catholic icon the children made for her using colored metalic candy wrappers. I read it in the 1960's but it may have been published much earlier. Does this sound familiar to anyone?",,,,,,
288,36142,Name that Book,Unknown Title,5,36142-2,2,"May 9, 2008, 3:01am",Aquila,Familiar yes - I remember all the details of carefully smoothing out the wrappers. I think she was Russian orthodox. I will think some more on it. Lovely langauge describing the icons. I wonder if it was a Noel Streatfield? Or Rumer Godden?,,,,,,
289,36142,Name that Book,Unknown Title,5,36142-3,3,"May 9, 2008, 4:05am",LydiaHD,The Kitchen Madonna by Rumer Godden.,,34442,,,,
290,36142,Name that Book,Unknown Title,5,36142-4,4,"May 9, 2008, 9:02pm",Aquila,"Oh well done, Lydia. I'd completely forgotten reading it, so I'm surprised I dredged up the author. (and I've become reacquainted with some of Rumer Godden's books in recent years without the memory coming back).",,,,,,
291,36142,Name that Book,Unknown Title,5,36142-5,5,"May 10, 2008, 4:02am",aglaia531,"wow, i'd forgotten that one, but i really must pick it up - thanks to both Aquila for the reminder and Lydia for the answer!",,,unsolved,,,
292,111181,Name that Book,"Fanfiction / Buffy the Vampire Slayer -- ""No! I can't be the... last!""",8,111181-1,1,"Mar 1, 2011, 2:53pm",MyriadBooks,"This might be a new low for my Name That!! searches, but I have this niggling fanfiction plot in my head that I am dying to pin a title too. It was a Buffy the Vampire Slayer fic (TV show flavor) that was probably hosted on fanfiction.net. I probably read it around 2003-2005, when I read a lot of fanfiction as a happy outlet for my graduate school-deadened brain. The fic was futuristic dystopian, and the current slayer (not Buffy, but I don't think that was clear at the story's start) was living in the aftermath of some cataclysmic event. She found herself fighting fewer and fewer vampires, and it was only after she realized how long it had been since she'd last seen any person, even a vampire, that she realized the cataclysm had effectively killed off the human population and with it the vampire population had followed. The last line of the story paraphrased along the lines of, ""No... no... I can't be the... last!"" where it's made clear that the slayer isn't just the last of the slayers but the last living person on the planet. To make things more difficult, there is a chance this fic might have been one chapter of a multific, with each chapter exploring a different theme. :( My thought here are so vague it isn't even funny. Does anyone have any idea what story I'm talking about?",,,not KI,,,fanfiction
293,111181,Name that Book,"Fanfiction / Buffy the Vampire Slayer -- ""No! I can't be the... last!""",8,111181-2,2,"Mar 1, 2011, 3:50pm",1Owlette,"Could it be Fray? I haven't read it, so don't know if all the details correspond.",,3852,not KI,,,
294,111181,Name that Book,"Fanfiction / Buffy the Vampire Slayer -- ""No! I can't be the... last!""",8,111181-3,3,"Mar 2, 2011, 7:35am",MyriadBooks,"I'm reasonably sure I'm remembering a prose story and not a graphic novel, but Fray is definitely one to add to my TBR list! Thanks!",,,not KI,,,
295,111181,Name that Book,"Fanfiction / Buffy the Vampire Slayer -- ""No! I can't be the... last!""",8,111181-4,4,"Mar 2, 2011, 2:06pm",timepiece,"No, no, Fray definitely didn't kill off all the people. That's not it. You might have better luck on a fanfiction-centric group, like BtVS_Storyfinders (Yahoo group), HellmouthAPB (another Yahoo group), Find Buffy Recs (LJ group), or possibly even the forums over at Twisting the Hellmouth (or you could check if it's actually on TtH itself, there's a good portion of the fandom archived there).",,,not KI,,,
296,111181,Name that Book,"Fanfiction / Buffy the Vampire Slayer -- ""No! I can't be the... last!""",8,111181-5,5,"Mar 21, 2011, 7:59pm",one-horse.library,Let me know how the search goes! I grew up watching that show and that sounds like a great story.,,,not KI,,,
