thread_id	domain	type	source	request
109493	book	jdoc-annotated	librarything	YA SciFi with ""energy particle"" alien who visits boy. I read this YA SciFi book in sometime around the late 80s or early 90s. The protagonist boy gets visited by an alien who takes the form of energy particles that are like static and the boy can feel them as tingles. The first time they ""meet"" is in the boy's bedroom at night. There is a scene early on where the boy is walking down his driveway in the winter and realizes he has been floating because he has not left any footprints in the snow (the alien made him float somehow). Eventually, the alien takes the boy on the spaceship (which I believe has a transparent floor or wall so he can see space) and they go to a planet (might be the moon, not sure about that). Unfortunately, I don't remember much else about it. Thanks for any help!
53762	book	jdoc-annotated	librarything	Perri O'Shaughnessy ***Spoiler***. I read one the Nina Reilly series and am trying to remember which book it is that ends with her friend/lover getting killed in an avalanche while they were skiing. Anyone know?
118729	book	jdoc-annotated	librarything	Set in Florida. A homeless man lives in a tree and the maid brings him food; there are dogs, and cops, and patio doors.....
29205	book	jdoc-annotated	librarything	Oz. I've been trying to add all the books that I've ever read to my catalog and I believe I've read several of the Oz books but I can't remember which ones. I thought I had read Ozma of Oz but the plot I remember seems different from what I can see in the book description here. I remember it being about a boy who was enslaved to a witch but he ran away and eventually it turns out that he was a missing princess who had been disguised as a baby. I also remember something about escaping from a tower on a flying, sentient, bed who I think was called Gump, or the Gump, but that might have been a different Oz book. Can you help me with what book or books this was?
55722	book	jdoc-annotated	librarything	Science fiction, man trapped in a ""time box"" (?), lots of push-ups and sit-ups. I've been trying to figure this out for years. I recall reading a science fiction novel (or possibly short story) where a main plot element was a man (boy?) trapped in some type of box/container/cell where the flow of time was altered. From his perspective time moved normally, but the outside world was standing still. I feel like he was trapped for at least a year, during which time he had nothing to do but eat some kind of protein bars and do lots of exercises like push-ups and sit-ups. I think he was plotting to get even with someone upon his release. The book was almost certainly published in the 70s or 80s. I appreciate any clues you might have. Thanks!
91389	book	jdoc-annotated	librarything	Science fiction. I have been trying to find the name of a book about a scientifc find under the ice that everyone thinks is from outer space. There is murder and political intrigue. I can't remember the author or name of the book and want to add it to my ""books read"" list. Thanks for the help
100477	book	jdoc-annotated	librarything	Book of horror stories. About ten years ago I checked out a book from the library that was authored by two guys with the same last name. The book had been published in the UK and the cover was white with a silhouette of a cemetery on the bottom. While the writing was good I can only fully remember one story, a tale about a reporter who learns of a mountain where, years before, an experimental atomic plane had crashed. Upon visiting the area he runs into a number of residents with severe mutations. Does this ring any bells?
117068	book	jdoc-annotated	librarything	1990s Children's/YA Book boy left in France - cave. I read a book at some point in the 1990s and would love to read it again, but can't seem to find it on google. It's a young adult book about a boy who goes on holiday to France with his parents, but they're arguing a lot and his mum is really stressed because she has to drive around the Peripherique. His parents are in two cars as they have lots of luggage and a few children (I think), and the boy accidentally gets left behind (like in Home Alone), but no-one notices as they leave in separate cars. He has to fend for himself and shelters in a cave. I remember that at one point he has some wet matches, and he gets food by building a dam to catch fish and stealing eggs from a farm. I think it was by a British author but it may not have been - any ideas would be most appreciated (maybe my googling skills aren't good enough!)
81224	book	jdoc-annotated	librarything	YA Horse story (mystery?) set in Sweden. I read this in the 1970's. A young lady belongs to a riding club in Sweden. There was a mystery going on, but I can't remember what all it involved. One of the activities of the club was to do a torchlight horseback ride. The cover I remember (this was a paperback) was in tones of blue, a girl and a guy riding side by side holding torches. I hope this rings a bell with someone--I'd like to read it again for old times' sake.
87239	book	jdoc-annotated	librarything	Mid-70s horror anthology, possibly through the Scholastic Book Club. There were 2 stories in this collection that I remember well, though both titles and authors are forgotten. The first involved a man thrown into a prison that was a giant underground device that rotated. The prisoners had to pull ropes for a set amount of time every day to make the prison turn. Eventually, their cell would rotate around to the outside world and they would be released. There were gaps or irregularities in the walls that would appear every so often, allowing some movement between cells. Actually, I'd be happy if anyone could just identify this story. The second story involved a guy who had some sort of strange parasite like a slug (described as seal brown?) and he could only get rid of it by convincing some other person that his story was true and the parasite would then move to the new host. What else I remember: I am reasonably sure I got this through the Scholastic Book Club, but it does not appear to have been published by Scholastic themselves. The cover may have been either a dark teal/petrol or a rusty brown. The first story may, but only may, have been The Willows by Algernon Blackwood. I could have sworn I remembered reading the second story above while sitting in the car and hearing Bob Seger's Night Moves. The only problem is that I was a freshman in high school by the time that was released and I think the SBC stopped in middle school at that time. I also thought that ""The Man Who Sold Rope to the Gnoles"" by Margaret St. Clair was in there, but I was able to track down a publishing history for that and there were no matches with what I remember.
44036	book	jdoc-annotated	librarything	Another YA book--red canaries. You guys were so good at figuring out my other books so have a go at this one. It was about someone trying to breed red canaries and involved a teenage girl and a relative who had an aviary in their barn. Sound familiar? Searching the red canary tag didn't come up with anything. I read it in the late 60's probably?
34112	book	jdoc-annotated	librarything	Help, can't remember - Regency, hero named Devlin, bluestocking. I think this one must be pretty old. It seems like it was a skinny little thing (possibly a Signet or Harlequin Historical). Plot-wise The hero is a nobleman named Devlin and a confirmed bachelor. The heroine is (I think) the sister of one of his good friends, and I believe she was something of a bluestocking. One of the scenes I remember best is when he was napping on the couch in the library, and she was looking for a big book and accidentally drops Shakespeare on him - and then falls on him herself. I also seem to remember something about crab cakes. There was a young inventor who was also in love with her and made a point to come to her salons. This one was really funny, and I loved it when I was younger, but I can't seem to find it at home anymore. Anybody have any ideas? crossposted to Name that Book group
72482	book	jdoc-annotated	librarything	YA/Chapter Book, involves limb-stealing society of mole rat-like creatures. Fiction. A couple kids and their mother spend a summer at a cabin in the woods. The forest is being cut down, the foresters are being taken away in the night and returned sans a body part or two, surgically removed. The kids stumble upon a society of intelligent subterranean creatures with a similar social structure to mole rats (i.e. one large, reproducing queen ruling over a colony of workers and warriors) who are stealing limbs and such from people to replace their own malfunctioning ones. I can't recall if the mole rat similarity is actually mentioned in the book. I read it at least 10 years ago, not exactly sure, and I'm pretty sure it was for teens, possibly a bit younger. Can't remember anything about the author or title, and while I can't quite remember I'm pretty sure it was a chapter book, softcover, with a kind of creepy cover illustration. This story has been bugging me for awhile because it was just so weird, and I'd like to read it again, so if anyone has heard of this before that would be amazing.
25941	book	jdoc-annotated	librarything	Name That Book: Dark comedy with trained raven. I believe this book was published in the late 1990's. An oddball uses his trained raven to murder other tenants in his apartment building, ending with the girl on whom he has an unrequited crush.
19812	book	jdoc-annotated	librarything	Children's under sea mystery. Hubby is trying to find a book he read in the late 1960's. It might have been called something like Secret Beneath the Sea or Mystery Beneath the Sea. It was about a kid who lived with his parents in an undersea lab. He rescues his parents from sea pirates. Any clues?
35257	book	jdoc-annotated	librarything	The Prince & his Fate. I don't know if I've posted re this one already but I thought it was worth another try even if I have - it's been driving me crazy for years. This story was part of a collection I read when I was young (?70's prob). It's one of the usual fairy stories except I haven't been able to find it in any collections since. This is the only story I remember so if anyone can remember ANY collections with it in I'd be very grateful. Usual thing, young prince is born, fairies come around & prophecy that he will meet his death. It will be either at the hands of a dog, an alligator/crocodile or a snake. Parents put him in a tower to keep him safe, he see's a dog & they let him have it has a pet (fools!!), I think time then passes, he goes on a trip to meet his bride - who manages to save him from at least 2 of his 'fates' - puts out a dish of milk with sleeping potion & kills the snake & drags him out of the river when the dog knocks him in - can't remember what she did with the crocodile. The last line was something along the lines of 'My wife is stronger than my fate'. I can picture the illustrations in it & everything. Hopefully someone remembers this, if not I'll have to start believing I made it up.
73420	book	jdoc-annotated	librarything	Something to do with Samuel Taylor Coleridge. What I'm looking for is not one of Coleridge but rather a historical acount of a sailing adventure/disaster. Can't really remember any details but I do know that reading this book eventualy led me to read Voyage of the Catalpa
72294	book	jdoc-annotated	librarything	Children's book - Birds paint rocks to look like eggs to fool snake. I'm trying to track this down for a patron. She can't narrow the publication date any more than 1930-1970. I think I got most of the plot in the title. The snake is eating the birds' eggs, so the birds paint rocks to look like eggs. I'm assuming it's a picture book.
8868	book	jdoc-annotated	librarything	I need help finding a children's mystery book. I don't remember too much about the book anymore. I read it in the mid 90's. It was a hardcover. I used to think the title was ""The Midnight Hour"" but I've searched everywhere for it and have had no luck (it is not by Karen Robards). The characters were animals (definately had a lion and a pig in it). The only thing I remember about the plot was that they were invited to a big mansion. Throughout the book there a pictures that offer clues to solving the mystery. I can remember two pictures, one being a huge wrought-iron gate leading to the mansion (I think it was on the gate where ""midnight hour"" was written). The other picture I remember is the animals sitting around a table playing poker. Anyone know what book I'm talking about?
76625	book	jdoc-annotated	librarything	Hello, new member with a question. OK, two questions and a greeting. Hi, nice to meet you all. :) One question is about structure, the site just has a list of posts in my display, no set order, is that a fault of my set-up, or what you all see too?. Do posts come to the top page because they are used, sort of thing?. Basically, is there somewhere I can see how best to proceed?. Second question is, I read a fantasy novel recently, and could any of you guys identify it for me as it was quite good, and had sequels I would like to read. Female writer. Female protagonist. She discovers she is the lost heir to an alternate world, people of special bloodlines can move between the two worlds, ours and a more medieval one. People there live in castles, have a great fear of dimension hopping assassins. The ruling classes of the other world make a living by selling people there some of our technology, but pay for it all by running cocaine between the worlds. Each time one of the special people crosses between the worlds they are required to do a little mule work.
126140	book	jdoc-annotated	librarything	Mystery set in American Southwest / Female lead. Trying to remember the title of a book I read years ago - here's what I can recall: It was a fiction/mystery set in the southwest; the lead character was a woman, recently divorced and with a daughter of maybe about four; at some point in the beginning she and the daughter had applesauce for dessert at home; I don't think she was an actual detective or officer of any kind, just a woman caught in a mystery; she was kind of a loner and didn't have a sidekick; at some point she was being chased through the southwest landscape, trying to dodge someone. It wasn't really fast-paced and it wasn't humorous, but somewhat eerie, slow, quiet, and sort of noir. I want to say the book could be about 20 years old - I read it in the early-mid 2000's but it wasn't a new book at the time. I've tried doing tag searches and gone through tons of books but so far nothing quite fits. Thanks for any help - this is driving me crazy.
62165	book	jdoc-annotated	librarything	Native American mythical woman. This book title has escaped me. The plot involves a Native American woman that has been alive for centuries. She has many amazing abilities, one being able to take the form of other creatures. I believe she has a daughter that may have the same talents. They become involved with a slave trader somehow and end up on a ship carrying workers. A white man pursues the daughter. The Native American is very powerful and strong, she takes the form of a dolphin at some point in the story and enjoys it thoroughly. please help!
42109	book	jdoc-annotated	librarything	Children's picture book photographs feelings / family 1970s?. A book I grew up with that I'd really like to find ... Any suggestions appreciated! * Had the book from early-mid 1980s at least, although I do not recall when my family obtained it. * May talk about feelings in the story, and family, and could be part of a series as mentioned on the back cover. Series might be called something like ""How I feel"" or similar. I've tried searching many times to no avail. * The book had photographs throughout, all most likely in colour. Generally it was photo on one side, text on the other (reasonable amount of text, not just a tiny bit). * The book had a 1970s feel (clothing etc.), may have been published then. * The girl (main character) had long straight brown hair, very pretty, wore a red jumper, a (brown?) skirt as well. She carried a suitcase at one point. Her facial expression in one photo showed she was not happy with her parents -- the photo showed the girl standing with her back to camera, her parents in front of her facing the camera who have angry faces. * Another photo: the girl at the door of a house holding a suitcase, or maybe it's on the ground, and she is looking back at the camera. * The back cover could be red or orange or reddish-orange. The photo on the front cover, possibly an insert.
131548	book	jdoc-annotated	librarything	English Boy Thinks He Finds Eden. My girlfriend and I are trying to figure out the name of a book she read in high school several years ago. It was a novel about an English schoolboy having some sort of mental breakdown in the late 19th or early 20th Century. He starts to believe that his friend's mother is Eve, and her yard is literally the garden of Eden. It was very much a coming of age story about trying to find one's self in a world that tries to define you. Though she read it in high school, she does not think it was published for young adults. She does not remember when it was published, but is sure it was not new when she read it. What she does recall very clearly that the title was the name of the main character, and probably started with an 'h'. The cover was an image of the boy in his school uniform. Thanks in advance, folks!
85542	book	jdoc-annotated	librarything	Childrens-1970s-Hillbilly Family of Redheads-Series. Sounds freeze in the winter and then thaw in the spring is the imaginative topic for one of the books in this series. The family thinks at first that there are ghosts, then realizes that they are just hearing sounds that froze over the winter, like the rooster crowing. The name of the fictional family started with Mc-. It is a picture book meant for elementary-age kids. I read it in the 1970's. Thanks!
96722	book	jdoc-annotated	librarything	Children's/YA book (and TV series) UK White Horse of Uffington. A dimly remembered TV series from the 1970s / early 1980s. Sure it was also a book. White Horse of Uffington & Wayland's Smithy. A group of kids, a horse, possibly time-slippage. SCARY! (but I am easily scared) It's not: an American series of books from the 2000s It's not: a Terry Pratchett set around there It's not: the Rosemary Sutcliffe about the carving of the white horse. Well, I don't think it is. It might be, if there are modern kids in that one. Thank you!
34111	book	jdoc-annotated	librarything	Regency romance, hero named Devlin, bluestocking. I think this one must be pretty old. It seems like it was a skinny little thing (possibly a Signet or Harlequin Historical). Plot-wise The hero is a nobleman named Devlin and a confirmed bachelor. The heroine is (I think) the sister of one of his good friends, and I believe she was something of a bluestocking. One of the scenes I remember best is when he was napping on the couch in the library, and she was looking for a big book and accidentally drops Shakespeare on him - and then falls on him herself. I also seem to remember something about crab cakes. There was a young inventor who was also in love with her and made a point to come to her salons. This one was really funny, and I loved it when I was younger, but I can't seem to find it at home anymore. Anybody have any ideas?
50328	book	jdoc-annotated	librarything	Puzzle/mystery books, large format, late 80s. This is from a query on the ""Whatsthatbook.com"" site - I like the sound of the books and would not only love to answer the person's question, I'd like to find these books myself. Can anybody help? ""These books were nicely illustrated and had quite a dark theme. They told stories in which the reader was cast as protagonist (though there was no 'fighting fantasy' choice element as in ""turn to page 10 to go North, turn to page 11 to go South"""". Each page featured some sort of puzzle(s) and there were common puzzle themes running through the book. Often some sort of problem / cliffhanger would arise and there would be a question about how the character was going to proceed and overcome the problem. When you turned the page you'd find out whether you had guessed the right solution. One I recall as being about a run-down burlesque funfair, and some sort of evil plot involving poison gas hidden in light bulbs (one of the puzzles running through that book involved spotting the bulbs which contained the gas). The other book, in the same series, had a fantasy setting and the only puzzle I remember involved a question of where a character could hide having escaped from a castle into the surrounding moat, the answer being that he should use some reeds to form a snorkel to breathe through. My recollection is a fairly large format book.""
110636	book	jdoc-annotated	librarything	typewriter haunted by pulp writer. I read this around 1974-6 and it seemed like a new book at the time. Slim hardcover, can't remember what the dustjacket looked like, but I don't think it was pictorial. A struggling writer moves into a boarding house run by a large-bosomed and rather slovenly landlady. She gives him a typewriter to use, which turns out to be possessed by the previous owner's ghost. The ghost takes over and types out pulp-style adventures in various genres (exploration, detective, sword & sorcery) each involving a mysterious and voluptuous woman, and each missing the ending. The climax of the book is that the young writer pushes through to the ending of the story and discovers that the Amazon Queen he's questing for is the landlady, with whom the previous lodger was in love. It may have been written in the early 60s - I read TRIO: The Revolting Intellectuals Organization at about the same time, and it also looked like a new book. Both were in the Fraser Valley Regional Library System.
14641	book	jdoc-annotated	librarything	Looking for a title. An acquaintance of mine is looking for some help finding a title and I told him I'd post it on LT and see what we could come up with...below is his query...any ideas? As I write this, I'm watching Simon Schama's ""The Power of Art"" on WGBH. He's devoted an entire show to Van Gogh's ""Wheatfield with Crows."" I was reminded of a short story from one of the ""new horror"" anthologies published about a decade ago. The story is about an art historian who is attempting to understand the breakthrough event during Van Gogh's residency in Arles. The event has an alien/sfnal explanation that results in the narrator going insane in the same manner as as Van Gogh. The title is something like ""Orange is the Color of Paranoia, Blue is the color of Pain."" Google searches on almost any combination of the words in what I think is the title turn up hits for ""Orange Was the Color of Her Dress Then Silk Blues,"" the jazz classic by Charles Mingus. I'm stuck. Does anyone else know the title and author of the story I'm describing?
