row,thread_id,group,title,comment_count,comment_id,comment_rank,comment_level,comment_level_rank,comment_timestamp,comment_user,comment_text,comment_links,solved,answer,IMDB_id,notes
335,230209495,I Need to Know,swear words,24,230283144,18,1,8,Tue May 27 2014 11:17:41,ur17054940,"I am surprised that ppl here consider words like slut, bastard and bitch ""swear"" words.  They are slurs to me.  Terrible words, I agree-but valid adjectives in the English language, not swear words.  Do I use them?  Nope.  Do I like them?  Nope.  But I would never consider them ""swear"" words or ""cuss"" words.  Merely another way to color a picture and tell a story in the movies and in books.  My opinion, of course.",,not KI,,,
336,230209495,I Need to Know,swear words,24,230316010,19,2,5,Wed May 28 2014 06:45:28,ur4435608,"words like slut, bastard and bitch ""swear"" words. They are slurs to me. Terrible words, I agree-but valid adjectives in the English languageNouns. (Although bitch is sometimes used as a verb and bitchin' is, indeed, an adjective.)",,not KI,,,
337,230209495,I Need to Know,swear words,24,230327027,20,2,6,Wed May 28 2014 12:04:04,ur12294717,"Then what do you deem 'real' swear words to be? All words have valid meanings and uses, how comfortable you are with their usage is merely a matter of taste.  ~.~ I WANT THE TRUTH! http://www.imdb.com/list/ze4EduNaQ-s/",http://www.imdb.com/list/ze4EduNaQ-s/,not KI,,,
338,230209495,I Need to Know,swear words,24,230326955,21,1,9,Wed May 28 2014 12:01:58,ur12294717,"Trouble in Paradise (1932) contains a usage of the word 'f-cking', as I believe does Scarface from the same year.  ~.~ I WANT THE TRUTH! http://www.imdb.com/list/ze4EduNaQ-s/",http://www.imdb.com/list/ze4EduNaQ-s/,not KI,,,
339,230209495,I Need to Know,swear words,24,230328184,22,2,7,Wed May 28 2014 12:33:18,ur0109625,"Is that really true? If so, we'll have to rewrite the book ...  (Goes to rent the Lubitsch classic on DVD.)  ""As quickly as you can ... snatch the pebble from my hand."" Honga-Hula!",,not KI,,,
340,230209495,I Need to Know,swear words,24,230329975,23,3,5,Wed May 28 2014 13:17:06,ur12294717,"Oh wait, it's not Trouble in Paradise, it's Design for Living. The quote is a point of contention actually, the subtitles transcribe it as 'flock of', but there's no doubt in my mind what she says.  ~.~ I WANT THE TRUTH! http://www.imdb.com/list/ze4EduNaQ-s/",http://www.imdb.com/list/ze4EduNaQ-s/,not KI,,,
341,230209495,I Need to Know,swear words,24,230346695,24,1,10,Wed May 28 2014 20:35:05,ur2774274,"I'm not a trained lip-reader, but when Robert Taylor is firing a machine gun at offscreen Japanese soldiers at the end of BATAAN (1943), it appears to me that he calls his attackers ""sons of b-----s.""  EDIT: Then there's the last line of THE FRONT PAGE (1931) -- a sound (phone or typewriter?) drowns out the key word when Adolphe Menjou says, ""The son of a ----- stole my watch!""   You gotta start off each day with a song ... even when things go wrong ....",,not KI,,,
342,228045281,I Need to Know,70s film about Gypsies,5,228045281,1,0,1,Sun Apr 6 2014 00:41:57,ur51885462,"Hi  There was a film I saw in the 70s about Gypsies in Europe - I think it was set in France. It was about a Gypsy family in an area that wanted them out. A young Gypsy was near a service station that caught fire - the owner, another young man, was trying to impress a pretty girl, and in the Marlboro 70s, that meant waving around lighted cigarettes: not wise to do in a service station - and the young Gypsy risked his life to save someone (who I've forgotten.). And he was framed as an arsonist. He was eventually exonerated, though.  I've forgotten the name of the film: I was only a kid when I saw it. I'm wondering if anyone would know of this film, and whether or not there were any others like this made?  Thanks",,,,,
343,228045281,I Need to Know,70s film about Gypsies,5,228045341,2,1,1,Sun Apr 6 2014 00:45:38,ur21146559,http://en.wikipedia.org/wiki/King_of_the_Gypsies_(film)  Maybe not it. Only gypsy movie I know from the seventies.,,,,,
344,228045281,I Need to Know,70s film about Gypsies,5,228045436,3,2,1,Sun Apr 6 2014 00:53:11,ur51885462,"Thanks. King of the Gypsies looks interesting, but it was made in 1978, and set in New York, and the movie I recall seeing, I saw it in either 1975 or 1976 - most probably in 1975 or early 1976. So it would've been made in the early 70s. I'm sure it was set in either the south of England, or the south of France, far more likely the south of France.",,,,,
345,228045281,I Need to Know,70s film about Gypsies,5,228045495,4,3,1,Sun Apr 6 2014 00:57:11,ur21146559,http://www.imdb.com/title/tt0071557/,http://www.imdb.com/title/tt0071557/,,,,
346,228045281,I Need to Know,70s film about Gypsies,5,228046051,5,4,1,Sun Apr 6 2014 01:32:31,ur51885462,"Thanks. It could be the one I'm looking for, but I'll have to find it and watch it to make sure.",,unsolved,,,
347,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200505171,1,0,1,Fri Jun 15 2012 13:40:21,ur9338656,"1: I made a thread about this one some years ago (some regulars might even still remember it), but despite that I kept bumping it for months, it never really got solved (some suggestions looked promissing, but I was unable to find out for sure), so I think I'll give it another try. Either way, it was a movie (or a TV series) about a boy, who lived in a palace, because his father was a trusted employee of a king. Both the boy and his father wore wigs, so I guess it was the 18th century? I only remember one scene, where the father tells the boy: ""I have two masters: God and the king. But you have three masters: God, the king and me."" I don't know exactly how long ago it was, that I saw this movie (or mini series), but it was several years ago. In fact, I think it must have been in the 1990s.   It's not: * ""Amadeus"" * ""The madness of king George"" * ""Little Lord Fauntleroy"" * ""The prince and the pauper"" * ""Longitudes"" * ""Immortal beloved"" * ""The whipping boy""  It could be (even though I doubt it):  * ""Farinelli"" * ""A clandestine marriage"".   2: I'm also taking the opportunity to search for a song, that must have come out in 2000 or 2001. In the music video, the singer (a blonde girl) sang while standing up in a small boat. I believe the lyrics might have contained the words ""a love without compare"".   It's not: * ""The constant"" by I blame Coco * ""Lovefool"" by the Cardigans  It is:  * ""Every time you need me"" by Fragma  Intelligence and purity.",,,,,OP is asking for two movies
348,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200507142,2,2,1,Fri Jun 15 2012 14:36:23,ur9338656,Thank you. I'm waiting for suggestions on either query.   Intelligence and purity.,,,,,
349,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200509918,3,2,2,Fri Jun 15 2012 15:55:54,ur9338656,"No, it's not I blame Coco.  Intelligence and purity.",,,,,
350,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200509953,4,2,3,Fri Jun 15 2012 15:57:01,ur9338656,"I've seen ""Amadeus"" a few times, and that's not it.   Intelligence and purity.",,,,,
351,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200527588,5,2,4,Sat Jun 16 2012 04:28:20,ur9338656,"I'm putting up ""Longitude"" as a possibility for #1.  But I'm afraid #2 isn't ""Lovefool"" by the Cardigans.   Intelligence and purity.",,,,,
352,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200601559,6,2,5,Mon Jun 18 2012 00:58:01,ur9338656,"Well, you've got the time period right, but I don't think that's it. I'll put it up as a suggestion though.   Intelligence and purity.",,,,,
353,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200930813,7,1,1,Mon Jun 25 2012 18:57:41,ur13036838,"Don't know the answer to number one, but number two might be Fragma- Every time you need me: http://www.youtube.com/watch?v=4XdkNzxfZ-M&feature=related   Where is Joss Whedon when you need him?",,solved,Fragma Feat. Maria Rubia: Everytime You Need My (2000),tt32792441,"second movie
music video?"
354,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,200953022,8,2,6,Tue Jun 26 2012 09:36:21,ur9338656,"Yes! I believe you're right! One solved, one left.  Intelligence and purity.",,confirmed,,,
355,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,201435893,9,1,2,Sun Jul 8 2012 05:17:18,ur5232929,"Regarding #1: Could it be an adaptation of Little Lord Fauntleroy? There are several versions, for example one from 1980 starring Ricky Schroder. See the filmography of the original author of the story: http://www.imdb.com/name/nm0122364/.  ~ Everyone is unique, except for me ~",http://www.imdb.com/name/nm0122364/,,,,
356,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,201436638,10,2,7,Sun Jul 8 2012 06:08:56,ur9338656,"Hmmm... It's not a bad suggestion, but it looks the ""Little Lord Fauntleroy"" takes place in the late 19th century or early 20th century. And I really seem to remember the father and son of ""my"" movie wearing wigs, so the story would rather take place in the 18th century. I'll put it up as a suggestion though.  Intelligence and purity.",,,,,
357,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,201888303,11,1,3,Wed Jul 18 2012 06:37:01,ur7646159,"Your description reminds me of  THE PRINCE AND THE PAUPER, 1937, with the Mauch twins, but I know that this is not an exact match.  An interesting movie though.",,,,,
358,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,201893269,12,2,8,Wed Jul 18 2012 08:56:41,ur9338656,Maybe a newer version was made at some point?   Intelligence and purity.,,,,,
359,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,201990757,13,3,1,Fri Jul 20 2012 06:36:26,ur7646159,"Yes, Furienna, a movie with the same title and in colour was released in 1977 - the late Ernest Borgnine was in this movie.  I hope this helps.",,,,,
360,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,211629368,14,20,1,Thu Mar 7 2013 04:33:01,ur4041891,"I haven't seen Immortal Beloved (1994) with Gary Oldman since it first came out almost 20 years ago.  I do remember his father being very domineering-- even striking him on the side of the head (his ear)as a child. (Ludwig flees to the roof of his house during a storm and hums ""Ode to Joy"" to escape his fatehr.)  They were wearing wigs and associated with upperclass society.  Could this be it?  ""Go! put off holiness, / And put on intellect""                     --William Blake",,,,,
361,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,211632492,15,20,2,Thu Mar 7 2013 07:00:57,ur9338656,Could be. I maybe should actively investigate the suggestions more properly. Some of them should be avaible on YouTube.    Intelligence and purity.,,,,,
362,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,211935971,16,1,4,Thu Mar 14 2013 14:16:32,ur3902771,"Furienna:          I Think the first one comes from this movie;          "" The Whipping Boy ""      Later  "" If you make the World you're enemy, you'll never run out of reasons to be miserable """,,,,,
363,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,211936473,17,2,9,Thu Mar 14 2013 14:30:04,ur9338656,"Thank you! I have to try to track the suggested movies down, so I can see for myself. And as a historical movie nut, I have nothing to lose anyway.   Intelligence and purity.",,,,,
364,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,214314319,18,4,1,Thu May 9 2013 10:44:25,ur9338656,"From what I've seen of ""The whipping boy"", I'm not sure if it is the right movie or not.   Intelligence and purity.",,,,,
365,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,219809188,19,1,5,Wed Sep 18 2013 00:54:43,ur8155390,"It does sound like The Whipping Boy, but I could be wrong. Here are some other possibilities.  Farinelli http://www.imdb.com/title/tt0109771/  The Clandestine Marriage http://www.imdb.com/title/tt0167082/  If it's not one of those at least you got another bump.  If there are any more details, it would help. Good luck.   Psalm 141:3 Just call me Tyg.",http://www.imdb.com/title/tt0109771/|http://www.imdb.com/title/tt0167082/,,,,
366,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,219810707,20,2,10,Wed Sep 18 2013 02:45:11,ur9338656,"I guess I must check out ""The whipping boy"". Thank you for your bump.    Intelligence and purity.",,,,,
367,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,230526933,21,11,1,Mon Jun 2 2014 10:33:40,ur9338656,BUMP  Intelligence and purity.,,,,,
368,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,230532126,22,1,6,Mon Jun 2 2014 12:34:19,ur53112551,"What you describe is def. NOT Little lord Fauntleroy, as he has no father and goes to live with his grandfather, who is not a king, but a lord. It also is NOT The prince and the pauper - as the prince is the son of the king and not of an employee and the pauper is a look-a-like of the prince. They meet by chance and decide to switch places. I recognise the other titles, but don't know the stories, so cannot be sure. I will do a little search.  I can't see how it could be the Madness of King George 3rd (1994) (no specific employee with son), the tv series Longitude (2000)(no king involved) or Immortal beloved (1994) (life of Beethoven), Prince Brat and the Whipping Boy (tv 1994)is about a servant boy to the prince, so no father present.  This is indeed a tough one!",,,,,
369,200505171,I Need to Know,"Here are two tough ones, I'm afraid. (One solved, one still unsolved)",23,230533130,23,2,11,Mon Jun 2 2014 12:57:30,ur9338656,"Okay, at least it sounds like we can rule a few ones out. Thank you!   Intelligence and purity.",,unsolved,,,first movie is unsolved
370,226372057,I Need to Know,Looking for 2 movies with almost scenes are on the sea,5,226372057,1,0,1,Tue Feb 25 2014 07:40:43,ur50955840,"I looking for 2 movies: 1. five (or seven) people jump off a ship without remember attach ladders. No one can climb up the ship and they die one by one.  2. the same story as above, a couple abandoned at see after a diving tour. Film ending with no one lives.  Thanks",,,,,OP is looking for two movies
371,226372057,I Need to Know,Looking for 2 movies with almost scenes are on the sea,5,226373196,2,1,1,Tue Feb 25 2014 08:14:02,ur5305289,Could one of them be Open Water (2003)? http://www.imdb.com/title/tt0374102/combined,http://www.imdb.com/title/tt0374102/combined,solved,,,second movie (I read the summary on Wikipedia to make sure it's the second movie)
372,226372057,I Need to Know,Looking for 2 movies with almost scenes are on the sea,5,226373335,3,2,1,Tue Feb 25 2014 08:17:30,ur50955840,"That correct, thank Robin.  Any body help with other one?",,confirmed,,,
373,226372057,I Need to Know,Looking for 2 movies with almost scenes are on the sea,5,226373466,4,3,1,Tue Feb 25 2014 08:21:02,ur32057811,The other one sounds like open water 2. Adrift,,,,,
374,226372057,I Need to Know,Looking for 2 movies with almost scenes are on the sea,5,226373493,5,3,2,Tue Feb 25 2014 08:21:49,ur5305289,You're welcome  I googled it and I think the other one might be Open Water 2: Adrift http://www.imdb.com/title/tt0470055/combined,http://www.imdb.com/title/tt0470055/combined,unsolved,,,first movie is unsolved
375,223900250,I Need to Know,Decapitated German Tank Commander,5,223900250,1,0,1,Sat Dec 28 2013 18:55:39,ur35408882,"Just curious about this one.   I have vague memories of a movie that I watched at my Grandmother's house probably 30 years or so ago. We often watched old war movies at her house (or anything that had Clint Eastwood in it).  This particular movie that I can't name had a scene where a German Tank convoy was making its way down a treed road at night. Allies had tied a wire across the road and managed to decapitate a Tank Commander that had his upper body outside the upper hatchway of his (presumably) Panzer.  The scene is forever burned in my mind, but I cannot name the movie.",,,,,
376,223900250,I Need to Know,Decapitated German Tank Commander,5,223901307,2,1,1,Sat Dec 28 2013 19:31:49,ur8533541,"Hi!  Perhaps it is 'Where Eagles Dare.""  Herb",,,,,
377,223900250,I Need to Know,Decapitated German Tank Commander,5,223904897,3,2,1,Sat Dec 28 2013 21:45:40,ur35408882,"That just might be it. It's got the Clint Eastwood connection going for it anyways...  I'll check it out first chance I get. Thanks for the lead, Herb!",,,,,
378,223900250,I Need to Know,Decapitated German Tank Commander,5,223949538,4,1,2,Mon Dec 30 2013 06:02:44,ur16744097,"Sounds like FORCE 10 FROM NAVARONE, which was on tv in England yesterday. There is a scene where a German officer gets decapitated in the way you describe, but I don't think he is in a tank.",,,,,
379,223900250,I Need to Know,Decapitated German Tank Commander,5,226858172,5,2,2,Sat Mar 8 2014 14:54:31,ur35408882,"That's probably the one, then. I will keep an eye out for that one.",,unsolved,,,
380,229090279,I Need to Know,bob hoskins,2,229090279,1,0,1,Wed Apr 30 2014 11:37:57,ur37929992,SOLVED !!!!!    Mr. Hoskins played an innocent bystander that got mixed up with gangsters in england that involved an ice cream truck named mr bunny i think.  what was the name of that film?  COMFORT AND JOY,,confirmed,,,OP edited the request
381,229090279,I Need to Know,bob hoskins,2,229090516,2,1,1,Wed Apr 30 2014 11:44:02,ur6397491,"Comfort and Joy, maybe? https://en.wikipedia.org/wiki/Comfort_and_Joy_(1984_film)  Although it's Bill Paterson, not Bob Hoskins.  ===== All the robots in oil paintings, they keep trying to row away.",https://en.wikipedia.org/wiki/Comfort_and_Joy_(1984_film),solved,Comfort and Joy (1984),tt0087072,
382,229534392,I Need to Know,Unknown Title,2,229534392,1,0,1,Sat May 10 2014 16:49:38,ur52646645,"There is an 80's movie in which a small town thinks there is a monster in the lake, but the main child character figures out that in fact a back hoe had fallen in years earlier and air was getting trapped in the shovel causing it to lift up and down. Anyone know the name of the movie??",,,,,
383,229534392,I Need to Know,Unknown Title,2,229534535,2,1,1,Sat May 10 2014 16:54:26,ur2171053,Frog Dreaming (1986) (aka The Quest)  Amazing how often this one gets asked.,http://www.imdb.com/title/tt0091810/,unsolved,,,
384,230140885,I Need to Know,Title?,2,230140885,1,0,1,Sat May 24 2014 00:49:35,ur52931453,"Hi everybody  I try to find a movie I saw in the 80s. I remember picture on vhs a man in black leather with black helmet (moto) a knife in his hand I remember a scene which took place in a kind of peepshow (soft scene of a couple on stage) than the girl was trapped by the killer on a turnstile (for kids). The killer turned it and fake to kill her each time she 's near him untill he really kill her.   Sorry for bad english, I expect i will be understood.  Thanks for helping hand",,,,,
385,230140885,I Need to Know,Title?,2,230141130,2,1,1,Sat May 24 2014 01:05:14,ur12337356,Terror Eyes? http://horrorpedia.com/2012/12/01/night-school-aka-terror-eyes/terror- vhs/          This is me. http://www.imdb.com/name/nm5450947/?ref_=fn_al_nm_1,http://www.imdb.com/name/nm5450947/?ref_=fn_al_nm_1,unsolved,,,
386,225626775,I Need to Know,"Yes sir, i can boogie",3,225626775,1,0,1,Fri Feb 7 2014 06:16:31,ur1913371,"Does anyone know which film the song Yes Sir, I can boogie is from?? Not kinky boots.. It's by Bacarra",,,,,
387,225626775,I Need to Know,"Yes sir, i can boogie",3,225627945,2,1,1,Fri Feb 7 2014 07:01:24,ur12933963,According to the IMDB its played in a segment of a Spanish TV movie called Films to Keep You Awake: The Christmas Tale.,,,,,
388,225626775,I Need to Know,"Yes sir, i can boogie",3,225630194,3,1,2,Fri Feb 7 2014 08:13:52,ur5232929,"- Kinky Boots (2005) - Born Romantic (2000)  It was also featured in a Dutch commercial more than a decade ago.  See also: - http://www.imdb.com/search/text?realm=title&field=soundtracks& q=i+can+boogie   ______ Something Happens - ""Parachute"" http://y2u.be/cuLcCmj4vMY",http://www.imdb.com/search/text?realm=title=soundtracks=i+can+boogie,unsolved,,,
389,228974093,I Need to Know,I Can't Stop Loving You' plays at or near the end.,3,228974093,1,0,1,Sun Apr 27 2014 23:35:21,ur3232880,"The Ray Charles version, I think. If I remember correctly, it plays just as someone is dying (probably getting killed) or at his/her funeral. It's hazy and there's a chance it's actually a mix-up of my memories, but just in case it isn't, I have to ask. I know I'm not talking about the movie Ray with Jamie Foxx because I never saw that film.",,,,,
390,228974093,I Need to Know,I Can't Stop Loving You' plays at or near the end.,3,228976267,2,1,1,Mon Apr 28 2014 01:08:20,ur14305134,"Could it be this scene from Metoroporisu (2001)?  http://www.youtube.com/watch?v=-8mSM35QE5M  **edit**Although, the description you gave brought to mind the Comedian's funeral in Watchmen (2009). However, the song in that scene is ""The Sound of Silence"" by Simon and Garfunkel.  http://www.youtube.com/watch?v=osvIuAZRgW8  It'll be like Luke Duke and the other guy. Really? Yeah. NO!",http://www.imdb.com/title/tt0293416/|http://www.imdb.com/title/tt0409459/,,,,
391,228974093,I Need to Know,I Can't Stop Loving You' plays at or near the end.,3,229066926,3,2,1,Tue Apr 29 2014 21:32:57,ur3232880,"Thanks. Actually, it might be Metropolis.  ""There is no escape, John!""",,solved / confirmed,Metropolis (2001),tt0293416,"aka Robotic Angel aka Metoroporisu
Anime
not sure if OP is talking about the Anime or some other movie"
392,227391166,I Need to Know,Movie with Piedone or Piedone-like actor ...,1,227391166,1,0,1,Fri Mar 21 2014 12:43:33,ur6300215,"Ok, I saw the movie at cinema between 1980-1989. It is with Piedone or Piedone-like actor. Starts with something like guys in full black leather suits, black caps and black sunglasses guarding some kind of yard, where there is some kind of bar. Then some other guys on airboats (those flat boats with a huge fan in the back) come from the swamps near and destroy the gates of the yard. The fence is chain link type. Then in the bar maybe a fight starts, I don't remember exactly. Maybe lasers were used as weapons or to cut through the fence, also don't remeber exactly.  This action was during the day, the film-look was towards cold. The costumes and the chain and the boats somehow techno-like.  I thought that the name of the movie was something like Blue Beard/Black Beards Ghost but it isn't, as I've searched those movies.  That's all I can remember. I was less than 10 years old at that time, so I don't know how much my mind has filled in/made up the missing information, you know... :)",,unsolved,,,
393,225842687,I Need to Know,peter cushing,7,225842687,1,0,1,Wed Feb 12 2014 11:29:23,ur10047858,The name of a Frankenstein movie where there is a mute girl who is kind to the Baron and a hypnotist who takes control of the monster - thanks,,,,,
394,225842687,I Need to Know,peter cushing,7,225842872,2,1,1,Wed Feb 12 2014 11:34:01,ur5232929,"Probably one of these three titles: - http://www.imdb.com/filmosearch?role=nm0001088&keywords=hypnotism& amp;explore=keywords  ______ Something Happens - ""Parachute"" http://y2u.be/cuLcCmj4vMY",http://www.imdb.com/filmosearch?role=nm0001088=hypnotism=keywords,solved,The Evil of Frankenstein (1964),tt0058073,
395,225842687,I Need to Know,peter cushing,7,225843357,3,2,1,Wed Feb 12 2014 11:46:13,ur21146559,It's gotta be the middle one.,,solved,,,
396,225842687,I Need to Know,peter cushing,7,225843734,4,3,1,Wed Feb 12 2014 11:55:54,ur10047858,Right - thanks  a lot Brian,,,,,
397,225842687,I Need to Know,peter cushing,7,225844549,5,3,2,Wed Feb 12 2014 12:16:41,ur5232929,"Yeah, my guess too, that title also has the keyword ""Mute"" listed.  ______ Something Happens - ""Parachute"" http://y2u.be/cuLcCmj4vMY",,,,,
398,225842687,I Need to Know,peter cushing,7,225843687,6,2,2,Wed Feb 12 2014 11:54:51,ur10047858,Thanks muchly - it was the Evil on - Brian,,confirmed,,,
399,225842687,I Need to Know,peter cushing,7,225844578,7,3,3,Wed Feb 12 2014 12:17:28,ur5232929,"You're most welcome!  Please don't forget to mark this thread as ""SOLVED"".  ______ Something Happens - ""Parachute"" http://y2u.be/cuLcCmj4vMY",,,,,
400,225684784,I Need to Know,Here's a challenge for movie buffs specialising in older films,4,225684784,1,0,1,Sat Feb 8 2014 16:14:57,ur46209638,"This movie is around 30 or 40 years old and is about a woman who marries this well-respected man who turns out to be quite sadistic but in subtle ways so it takes her a while to realise it.  The most memorable scene was when they went to the beach and she falls asleep in the sun where he leaves her to burn badly, then when she's lying on her bed that night comes and caresses her knowing it hurts her like hell to be touched. It's a very quiet, slow drama/psychological thriller but powerful enough for me to still remember it ... just not the name :)  I thought Geraldine Chaplin may have starred in it but i can't find it in her filmography so i'm probably wrong. Can anyone help out?   Thanks!!",,,,,
401,225684784,I Need to Know,Here's a challenge for movie buffs specialising in older films,4,225685369,2,1,1,Sat Feb 8 2014 16:30:28,ur44173870,Is it 'Theres something about Mary'?,,,,,
402,225684784,I Need to Know,Here's a challenge for movie buffs specialising in older films,4,225688001,3,1,2,Sat Feb 8 2014 17:54:41,ur35795025,Sounds like this Rainer Werner Fassbinder film.  Martha (1974)  Clip : www.youtube.com/watch?v=8z0tVsI-63g   Http/1.1 Service Unavailable,http://www.imdb.com/name/nm0001202/|http://www.imdb.com/title/tt0070374/,,,,
403,225684784,I Need to Know,Here's a challenge for movie buffs specialising in older films,4,225688169,4,1,3,Sat Feb 8 2014 17:59:50,ur0947005,"Maybe ""Deadly Intentions"" (1985)?:   http://www.imdb.com/title/tt0088997/?ref_=nm_flmg_act_83",http://www.imdb.com/title/tt0088997/?ref_=nm_flmg_act_83,unsolved,,,
404,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230044248,1,0,1,Wed May 21 2014 18:54:10,ur10904096,"I'm trying to figure out who this older actress is in a 1940s movie....the lead actor goes to her apartment and offers her beer (to get information)....talks to her for awhile and then later she for some reason is asked to meet someone in an isolated place and is murdered. She's probably 60+ in this movie and was not aging well. But a very interesting character actress. Anybody? P.S. I can't remember the name of the movie (obviously), but it may have been one of the Thin Man movies...definitely something simiiar.",,,,,
405,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230057700,2,1,1,Thu May 22 2014 03:22:38,ur0266796,"Your description reminds me of Born to Kill, though some details are off.  http://www.imdb.com/title/tt0039211/  See if this is familiar: http://www.youtube.com/watch?v=JTexL4bRZsM",http://www.imdb.com/title/tt0039211/,,,,
406,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230072884,3,1,2,Thu May 22 2014 11:40:36,ur2820338,"I believe the previous poster Kitty-47 hit the nail on the head.  It sounsd like Esther Howard in Born to Kill.  http://caftanwoman.blogspot.ca/2008/04/esther-howard.html      My friend, you are soured by too much contact with humanity.",,,,,
407,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230074735,4,2,1,Thu May 22 2014 12:24:29,ur21146559,"That blog makes it sound like it could be her in Murder My Sweet.  I saw that a long time ago, but I don't remember her scene.   I didn't check The Born to Kill synopsis, but it sounds like from this it could be Murder My Sweet. She plays a drunk, Marlowe gets information from her, but she isn't killed:  http://www.tcm.com/tcmdb/title/84186/Murder-My-Sweet/  I looked at Born to Kill's synopsis. Oh, wow. Is that confusing. The older actress is playing a drunk in both movies. Both movies star Claire Trevor playing a woman named Helen! But it doesn't look like the old lady is murdered in either movie.",,,,,
408,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230079787,5,3,1,Thu May 22 2014 14:29:13,ur4929808,I agree. The scene is early in the movie when the detective goes to the wife of the ex-employer of the lost mistress.,,,,,
409,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230126323,6,4,1,Fri May 23 2014 16:29:01,ur10904096,Thank you guys! I think it probably is Esther Howard in Murder My Sweet...I'll have to watch it again...I'm now going to research her because I think she probably had an interesting career.,,,,,
410,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230156109,7,5,1,Sat May 24 2014 11:40:43,ur21146559,"I looked up her wiki page. I recognized her from that. The Sullivan's Travels picture wasn't as clear a likeness. She was one of those actors you recognize when they show up because they are very distinctive, but you never put a name to. Seeing her picture makes me recall her scene in Murder My Sweet.",,,,,
411,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230165739,8,6,1,Sat May 24 2014 16:15:33,ur10904096,"Yeah it was definitely her I was looking for...now I just need to find the one, obviously in another movie, that was murdered. This was also an older lady who was told to take a taxi to a deserted corner, (with the promise of something). She was dropped off and then walked across the street and was murdered by the bad guy. (In sand dunes, or something like that.) They found her later. Another film noir, I believe. Edit: This one may be Born To Kill, also a great movie...just need to watch it again. And may be the same actess...haven't looked that up yet.",,,,,
412,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230171823,9,7,1,Sat May 24 2014 19:17:00,ur21146559,"She doesn't die either in Born to Kill. The only one I could find where she is done in is Dick Tracy Vs. Cueball, but that scene doesn't fit your description. As memorable as she was, in the forties a lot of her roles were bit uncredited parts so there doesn't seem a lot of possibilites for the scene you describe with her. Maybe you're mixing movies together.",,,,,
413,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230230793,10,8,1,Mon May 26 2014 08:15:02,ur10904096,"Probably...I'm an old movie buff, and watch them almost every day on TCM, and have for years. After the first thousand or so, you tend to mix them up a bit...lol!  Luckily, since they run movies over and over, I'm sure I'll come across the other one I'm thinking of...it is possible she didn't die, I mainly remember her (or a similar actress) in a film noir being dropped off by a taxi in a deserted place because someone set her up to be killed. The taxi driver left, and I remember thinking....why didn't she ask him to wait (out here in the middle of the night in a deserted place)? But of course then it wouldn't have been as suspenseful.",,,,,
414,230044248,I Need to Know,Older actress in a film noir... (Solved),14,230239353,11,9,1,Mon May 26 2014 12:17:30,ur21146559,It might be Born to Kill if she doesn't die. I didn't see that one. The synopsis might leave room for that.,,solved,Born to Kill (1947),tt0039211,
