thread_id	domain	type	source	request
226068280	movie	extra	imdb	Film Title Help Required. The film plot is based around a group of youths (teens) that form an underground society either by choice or through entrapment by the 'leaders' (also youths). I think (could be wrong) these couple of leaders turn out to be aliens that thrive on sexual activity to grow in power and that's why they formed this society hidden away. Also believe that some of the teens die and some try to escape. This film may well be a cult classic, and is set mainly around concrete with some graffiti, but don't think it features any famous actors as they're all young/teenagers. Approximate late 80's early 90's release, possibly a B-Movie. Any suggestions welcome! Thanks in advance.
226073887	movie	extra	imdb	animated film with a little kid - SOLVED. It is a popular animated film that takes place in jungles and has a little black kid as the hero. It has strange and artistic animation. There is also a sequel. I can't remember the title, it's something like ""kon-tiki"". I haven't watched it yet but I want to. Thanks in advance! My Top 100+ Favorite Movies www.imdb.com/list/rKdi73qsyLc/
226074622	movie	extra	imdb	Memory failure, cannot recall movie name (SOLVED). A movie about an all black company of army soldiers during WWII. A drill sergeant is murdered and a black officer is sent to investigate. At the end, after the mystery is revealed, the camp erupts in excitement because the order has come down that the company is going to be allowed to fight in the war.
226078484	movie	extra	imdb	Fake trailer of Goonies 2, footage of (SOLVED) Movie?. So, I was searching for good treasure hunting, buzzle solving, adventure movies.. In the spirit of Goonies, National treasure, Indiana Jones movies.. Maybe even Da Vinci code and Sahara.. Or in games the Uncharted- and the Assassins Creed- series. I came across a fake Goonies 2 Trailer (can be found from Youtube with the search ""Goonies 2 2014"" or from this link: http://www.youtube.com/watch?v=p9hPs7XYbIo). There's not any information about the footage used or even dialogue of any kind.. I don't recognize any of the actors/actresses. I've spent better part of the day searching for this movie. Turns out the movie was Dead Mine, from 2012 Thank You dablais! -Aukush-
226080157	movie	extra	imdb	looking for a film: undercover cop in a high school (solved). Hi everybody, there's one scene in which the cop (as a teacher) starts writing on the board in the classroom and a student throws a can or something at him. The cop/teacher catches it quickly and throws it back at the student. I think the film must be from the 80s or 90s. And in the end it is about a drug ring -- as far as I can remember. Thanks a lot!
226083281	movie	extra	imdb	Pictures : what movie ?. Hello, For a game, I'm looking for a movie. I only have a few pictures : http://img15.hostingpics.net/pics/797557F160102.jpg Do you have an idea (I know it's difficult) ? Thanks !
226092361	movie	extra	imdb	Movie Title Help. From a friend's description this is all I have to go on..... There is a scene where an asian girl works at some sort of cafeteria. All around the cafeteria are video screens that play commercials/advertisments, but the commercials really contain some sort of subliminal messages to keep the workers complacent. This girl sleeps in some kind of pod with other asian girls that work there too. Someone is killed in the pod and one asian girl helps the other asian girl escape. That's all I got, any help would be appreciated!
226094987	movie	extra	imdb	tv show with african american bodyguard SOLVED SOLVED. After starting to watch Lie To Me again yesterday, this show reminded me of an other show i saw. During that show the main ( mail) character get's an african american bodygard because of some treaths made but he ditches the guy all the time. That's almost all i remember, and i think it was not a serious show, my mind goes from Lie To Me to Becker so i have no idea. Please help and thanks.
226102652	movie	extra	imdb	SOLVED Horror anthology - small monster under bed attacks female lodger. Hey all. Looking to identify a horror anthology film I saw way back in the mid to late eighties. The one segment I remember is of a female lodger moving into a room at an older mans home, there's a small locked door in her room and at night when she sleeps a creature ventures out, hiding under her bed. Sequence ends with the creature killing her and the man coming in and cuddling it, like it's his daughter. Don't think it's a Creepshow movie. Any ideas? Give me a hedgehog and I'll show you.
226110528	movie	extra	imdb	Horror movie about darkness. I think it's made post 2000, it's about a city that's run out of electricity and people are disappearing/getting abducted when darkness creeps in.
226111032	movie	extra	imdb	Old racing movie. Not much to go on here. Car was racing on a old two lane hwy . In the end they used two large bulldozers to stop it. I believe the car that was racing also used an old police siren (hand crank) to move police cars out of the way from blocking it once.
226116726	movie	extra	imdb	Need the name of this horror movie please (SOLVED). Hi' It was about this group of people in this building using a Ouija board and releases a demon that attacks them. That is all that I can think of. Thanks for your help. My Favourite Movies!! Feel free to comment. http://www.imdb.com/list/E7c2zYxZm3U/
226130034	movie	extra	imdb	sexy movie with male lead Need title pls??. I'm trying to remember the title to a movie made in the last few years with a white male lead who taught men how to pick up women or at least made a living iff of one night stands ( it's not Hitch). I remember there were scenes where he was in a very expensive house with a pool while the rich woman was at work and possibly a scene where she came home to find him cheating on her with a ditsy blonde wearing a football helmet and skimpy outfit. Anyone know what it is??? Thanks in advance!!
226133304	movie	extra	imdb	90's crime thriller *Solved*. Strangely, I only remember the ending. The dame is lying on her bed, narrating as she is apparently dead. Her last sentence begins with:They say that suicide is a loser's gig... Well, I realize it's not much to go on. Your sarcasm has driven me to idiocy.
226134387	movie	extra	imdb	Help to find movie. Late 1990 or 2000 --> (I think) Movie where we are in the suburbs I think. This scene I describe is at the end at the movie. It is a big fire in the woods near the suburbs neighborhood, there are some teens or hiker caught in the forrest when the fire starts. It is very dry so the fire spreads quickly and the firemen work hard to extinguish the fire and save the people in forrest.
226135733	movie	extra	imdb	Can't remember a movie name. there is little i remember. In the movie there is 60s or 70s and maybe even 80s. there are old American muscle cars and sport cars but it's not the main part. the film is about teenager boys who often spend their time on a roller skating rink. then there is a scene on the party where one boy is at the beach and drinking and he sees his friend having some trouble with a guy who just left the prison. that guy is with friends also.they just talk and walk away. the house is really big. then i remember the the guy who left the prison makes something because of what the others crash with a sports coupe and one of them dies. after that the friend of a dead one wants to kill ex-prisoner on the skating rink but he didn't.
226138860	movie	extra	imdb	Need help identifying this movie/show? (SOLVED). I'm looking for a movie/show that I remember watching years ago. I remember seeing one woman was attacked by someone who used some kind electrical device when the woman was outside at her car if I'm not mistaken. Then Later I remember two men were in a lake/river. One man was deep down at the bottom of the water while the other was still swimming at the top. And then suddenly someone popped right out of the water and I think it was that guy with the electric device and when I saw him, he looked as if he was a robot and he started fighting the man swimming at the top of the water.
226140879	movie	extra	imdb	I must know!!. Many years ago I saw maybe 15 minutes of a movie (at least I'm assuming it was a movie) but I never found out its name. Those 15 minutes periodically pop back into my mind and drive me crazy trying to figure out what it's from. Enough is enough! I must know! If anyone can help me identify what movie the following scene is from I would greatly appreciate it. I don't remember the main character's name so I will just call him Mike. Mike has died and is awaiting his Final Judgment. While waiting for their Judgment people lounge about in bright white robes in some bright white sushi restaurant. I remember Mike talking to one guy who said he died from a shot to the head. Mike's Judgment begins. It functions much like an Earth trial. A panel of judges oversee the case while a prosecutor presents Mike's sins and mistakes and a defense attorney defends him. Unfortunately Mike's original lawyer isn't available so he is given a new one. Mike fears this unfamiliar attorney will leave him at a disadvantage so he asks the trial be postponed. His request is denied and the trial begins. The prosecutor shows a video from Mike's life where he is eating lunch with a friend. This friend is starting up a new watch-making business and is offering Mike a chance to get in on the ground floor. Mike ultimately refuses but the business ended up taking off and produces a successful line of wristwatches. Even one of the judges is wearing one. The prosecutor points out that Mike missed out on a very big money-making opportunity. Mike's lawyer reacts like this is a damning piece of evidence. Mike fails to see the relevance at all. ""It's like you're saying the only point in life is to make money!"" he says. I had to stop watching at this point. Can anyone help me identify this? If I can't watch it I would at least like to read a plot summary somewhere. I really want to better understand what was happening here and how it ended. Help, please?
226142061	movie	extra	imdb	need to know the name of the movie. ambumano I saw an european (Swedish) movie 10/15 years ago in american tv.The wife of a king/nobleman takes her 3 young boys and walks thru fields to reach a coast (Running away from him). Before reaching the coast she hangs the three boys to spike the husband. then gets into a boat on dry land and waits for the tide and rides when the tide takes the boat away. The husband comes on a horse and gets horrified to see the dead children and goes after her
226144707	movie	extra	imdb	Asian Foreign film help.. I can't remember the name of this movie I watched years ago. I have little to go on. It was an Asian foreign film. The story was about two girls who were friends. It was visually nice, I think one of them had an umbrella and always dressed in nice outfits. I don't know if this is of any help or correct information. For some reason the names yuki or yuyu come to mind mind. I don't know, it's driving me crazy. I liked the film. Help. Lol.
226144799	movie	extra	imdb	Need help with a 'Survival'-type film title.. I saw this years and years ago, and have only really just begun trying to figure out what it was called. I don't remember a great deal about it, but can remember the basic plot (I think) and prominent moments. The gist of it is about a boy/young teenager who gets stranded in the wilderness with his dog, a golden Labrador I believe (can't remember how). So the film then entails they're 'survival'...I'm pretty sure there was a moment with a grizzly bear, and how the dog fends it off. They eventually get rescued by a helicopter, or actually it's just the boy who gets picked up and the dog is tragically left behind! So the boy is naturally devastated about this, and the ending involves him aimlessly blowing his dog whistle in the vain hope of the dog coming back...and however in true Hollywood style it does indeed come back to him. Watched this whilst I was sick off school back in the day and am quite curious as to what it is called, so any help would be greatly appreciated. Cheers.
226144907	movie	extra	imdb	What was the name of the film (possibly a horror).... ...that Mark Kermode did a video blog about showing the unusual, controversial package the film's DVD came in which was, I think, a small wooden box with some little extra items that seem potentially dangerous?
226146449	movie	extra	imdb	i would like to find the name of the movie. ambumano american movie made in the 40s or 50s. It has the same plot as the`12 mile reef' but not that movie. older diving bell diver and his protege, young man go to the sea to get sponges to sell. They both fight with a bad gang in the shore frequently. One time the older man dies while in the diving bell and theyoung man gets very sad and sitting on the boardwalk with his girl friend. The bad gang comes looking for him to beat him up knowing he does not have the protection of the older diver. But they feel sorry for the young guy and his girl friend and leaves them alone. I will very much like to know the title and see the movie again. Thanks
226152575	movie	extra	imdb	Please Please Help!!. What is the movie where the main character who is a woman has parents who write a series of children's books based on her. In the movie they want to write one more book which makes the girl unhappy..please help!
226155880	movie	extra	imdb	this movie (or TV movie) might be hard SOLVED. it was about some aliens to manipulated the minds of people using VHS videotapes and a video store empire facade. the movie changes from time to time to ""black and white"" and near the end the protagonist blows the VHS factory to pieces with explosives or something. the employees of the video store wear weird 50s metallic looking costumes. they plan on conquering the earth with hypnosis or subliminal mind control (its not the movie ""they live"" from the 80s but is follows a similar theme). the name of the videostore could have been mondo/mongo and the movie could have been made any later than the 90s. (or 80??)
226156721	movie	extra	imdb	Need movie title. i have the scene in mind but can't remember which movie it was from. an airplane is hijacked. the villain went to the cockpit and then asked the pilot and co pilot who's in charge. the pilot answered ""i am"". then the villain shoots the pilot. the villain asks again the co pilot who's in charge. then the co pilot answered ""you are"". How come signatures aren't cursive anymore
226160232	movie	extra	imdb	Pictures from a movie. Hello, I'm looking for a movie, it's for a game. I only got a few pictures (I know it's hard) : http://www.pix-host.com/allimages/59209191.jpg Could you help me ? Thanks. More pictures (same movie) : http://www.pix-host.com/allimages/4371392.jpg http://img11.hostingpics.net/pics/5038161704.jpg http://img11.hostingpics.net/pics/4148541705.png
226161760	movie	extra	imdb	What is the name of this movie. I made a account just ask you guys what this movie is. I can remember the plot and I know it was a foreign film (not english). Here's what I remember This teenager who has mental problems plays video games online all day, I think it was world of warcraft. He meets a girl online and they decide to meet up at a train station. At the train station he try's to kill himself but the girl he met online saves him. The teenage boy is being bullied and even thought he is happy with the girl he met decides to kill himself and gets his mother to help him and record him doing it. Then it cuts to him on a boat and he climbs over the ledge and drops off. The video is then shown on a big screen in the school and there all shocked, but it turns out it was a hoax to make people stop bullying him and then it does a whole replay of the film where the teenage boy actually never met the girl and it was all in his mind about meeting her. Can someone please tell me the name of this film it is driving me nuts and I really enjoy it. Thanks guys
226162104	movie	extra	imdb	Does Ghost Dad contain this scene?(SOLVED). There was a scene where the family sees their father's spirit and the daughter runs up to try and hug him but passes through him. When they turn the lights on he disappears. When they turn them off he reappears. Is this the right movie? I have not seen Ghost Dad in over two decades. I kept remembering the scene I was describing and kept thinking Bill Cosby was in this particular scene.
226168302	movie	extra	imdb	Name this movie, please.. From what I remember it's about a man who works in a factory and is really disgusted about the company's orientation towards quantity vs quality. He's a very cocky, angry guy and he somehow meets a girl who is interested in him. Her mother, however, despises him and even tried to out drink him to prove she's tougher but she cheats the whole time. In the end, the man has a breakdown and threatens to blow himself up with a grenade and the girl runs to him to change his mind. Details may be off a bit, it's been roughly 8 years since I had watched this.
226168882	movie	extra	imdb	looking for a title of science-fiction movie with bad ending (solved). Hello Friend told me plot of a movie he watched when he was kid in public television in Poland around 2000 year (but the movie was foreign). Basically there were about 8 astronauts that were woken up from hibernate sleep after about 50 years. They were travelling to some planet in space. After they woken up, at first everything was normal but then commander of the crew committed suicide. Now, the person that was second in command took command. After some time he also committed suicide. Now, rest of the crew went to see the computer and communication and it turned out that they received message that earth was destroyed and they are probably only surviving people in universe (probably some nuclear war happened). Now, some things happened - most of the crew commited suicide apart from one man and one woman. Somehow they learned that it all was psychological NASA test to see if they can extend human kind. But after they got out of the bunker that they were in all along, it turned out that probably they are only people left in the universe. Some of the plot details may be wrong, because of the time that passed since 2000. I would be grateful for any suggestions on the title of this movie.
226176051	movie	extra	imdb	Ghost girl in the house (solved). I forget what was title, it was about a student boy house sitting the house, like mansion with girl lives in but she was ghost, they made love. At the end scene boy fell from staircase(I think) he died, group of students came to the house and found him dead. Girl wanted him to be with her in soul I think. It's directed to video, help me find this title please? Thank you.
226176939	movie	extra	imdb	I need to find out this thriller's name.. I saw a trailer for a movie about a year ago that was coming out and it looked great! I believe it was set to come out in the first quarter of last year but never saw anything more about it. It was about a girl who is visiting a British Isle that was very secluded, visiting unknown family members or long lost friends, only to discover that there was a deep dark secret that she was unaware of. Cut off from civilization and cell phone signal, the story unravels from there as she struggles with the weirdness of her discoveries. PLEASE HELP! I SO WANT TO SEE THIS MOVIE!!!!!
226184426	movie	extra	imdb	A movie of magic and dragons. One dragon at least. I saw part of this movie once and I'd like to find out the name. A dragon was terrorizing some medieval land. The land's King or Lord found a way to appease the dragon with periodic sacrifices of young maidens. The peasants are tired of losing their daughters to this dragon. The King is making no move to get rid of the dragon so they take the initiative. The peasants seek the aid of an old wizard for help. Just as the wizard is packing up to help, one of the King's men shows up and kills the wizard. Why, I don't know. Perhaps the King is afraid of rocking the boat and provoking the dragon? The amulet that is the source of the wizard's power passes to his Apprentice who instead offers his services. On their way to the dragon's cave the Apprentice discovers that the young man leading the group of peasants is actually a young woman. Her parents hid her gender so she would not be taken as a sacrifice. When they arrive at the cave the Apprentice causes a rockslide to seal the cave. The entire village celebrates and during the celebrations the young woman finally drops the ruse and dons a dress for the celebrations. However the King is not pleased. He has the Apprentice brought to his castle where he takes the amulet and locks him up. Does this sound familiar to anyone?
226185457	movie	extra	imdb	70s TV movie about a chronic telephone pervert SOLVED!. A really bad/good movie-of-the-week sort of thing, which had a guy obsessed with making obscene calls. I think he was also the town mayor(or something ridiculous like that). Just a hazy memory...any clues? Butt out of this or I’ll strip the hide off your cherry picker!
226187932	movie	extra	imdb	Trying to remember an old kids show...... Probably 1970s or 1980s. About a Spanish village similar to Sesame Street where they spoke English and Spanish. The show was on around 5 or 6am in Boston...... I can't find anything on it anywhere but know it existed. The name if the show was also the name if the village if I remember correctly..
226188999	movie	extra	imdb	80s/HBO/cartoon/Chris tmas special. Was there a special about some beavers or otters that had a band?
226201845	movie	extra	imdb	Hong Kong 1960s (SOLVED). Does anybody know the name of the episode of ""Hong Kong"", which starred Rod Taylor, in which Taylor's character (Glenn Evans), is caught by the baddies and locked in a room under guard? He engages the guard's curiosity by playing a ""pick the hand"" game, while moving closer to the guard all the time. Every time the guard guesses wrong, Evans says, smiling, ""Ape. Yes, that's what you are, an ape, right?"" Something like that, anyway. Finally he's close enough and throws a haymaker that drops the guard, and he escapes. I can't find the name of that episode anywhere. Thanks to anyone who can come up with that. Never mind, it's ""Freebooter"".
226202940	movie	extra	imdb	Movie about kid who remember everything. There was a kid who remember everything. He read the phonebook, and remember all the numbers. When toothpicks spilled in the bar he immediately counted how many there are. Help me please
226204664	movie	extra	imdb	Film from mid 1990s about the end of the human population -- SOLVED!. I'm trying to remember a movie I saw in the early 1990s. It might be a TV movie. The basic plot was: a man, possibly a scientist is aware that some sort of experiment taking place will kill all humans on earth The only way to stay alive is to be killing yourself at the same time. I think he electrocutes himself in the bath When he wakes, he is alone. Almost all of the humans are dead. I remember that the end of the film is of him, near a beach looking at the sunset. I also remember he meets a woman. The man knows the experiment will happen again and attempts to kill himself... the woman dies because she doesn't attempt to kill herserlf. Thanks
226208301	movie	extra	imdb	Need that movie's name. It is a movie about a doctor that goes to a psychiatric hospital, it is a creepy movie, which i watched years ago. The crazy patients around him start mysteriously dying like hanging for example................ And the movie goes on, but by the end the doctor starts realizing that he is the one that is crazy and that he is the one that is killing his patients. Then the movie ends with a scene quite similar to the one at the beginning in which the doctor enters the hospital and a nurse or someone at the reception welcomes him, but at the end they bid him goodbye. Although it isn't much to go on, if anyone knows of this movie or movies similar your help would be much appreciated. You can just name similar movies if you want and I'll look them up. The doctor also wears glasses and keeps seeing himself when he was a child throughout the movie!!!
226218691	movie	extra	imdb	old good vs bad alien movie. looking for an old movie I have only seen once as a kid & would like to see again but I don't know enough about it. I probably saw it around mid early to mid 80's & it had a Technicolor look too it. there were 'good' aliens that were benevolent towards humans and there were another race of aliens that would cause humans to commit suicides. all races were humanoid looking. one race had bases in the ocean. really sorry, I can't provide any more details, that's all I can remember. any help would be appreciated, thanks!
226218957	movie	extra	imdb	Aftermath/Apocalyptic movie.. tough one.. FULLY SOLVED!!!. Ok this is from somewhere in the last 7 years i'd say, place it maybe around 2008 I saw it. This is very tough; I do not think it was a mainstream movie. The situation is something like people are in nomadic survival conditions of an urban area. Somewhere like Russia or France? Imagine something along the lines of Doomsday outside the city. There was a couple I think, they are the focus, the guy might have died. Or and there was a child that became the main character with the other girl. the scene I recall is some sort of compound, like a warehouse out in a rural area. they came upon it either because of a broadcast were able to make a broad cast within the compound. Then these riot squad anarchy nomads raid the place? its a pretty hectic engagement there someone might have died. The girl and the girl get out through a secret tunnel I think that led out into the wilderness? -------- I hate to cross movies if I might be doing so here. They linked up with some military people or some other survivors, and reach a water Dam where there is some sort of base. They got tracked there or had to leave there for some reason or another. I think if this is all the same movie, they wound up securing themselves at a prison or military base, with a gated area. A guy takes position in a tower. another pair take place in a bunker. The guy in the bunker runs out of ammo a shot gun i believe. so the other guy with him has to bail out on him. ------ another wild card scenario if this is all the same movie or maybe a third movie. they wind up in some small little town at a monastery or something, where they ran into more survivors and they had to leave there as well. I believe there was a focus point of the main guy and him having a child maybe ? Or maybe there was a satellite. These are either all one and the same movie or two different movies. Id appreciate help with either of them if they are separate. It is very poor description I feel like, the scenery is very distinct to me. Also if you watch these kind of movies you might be able to pin point it. I think its something most like Doomsday apocalypse world. EDIT: if you have seen Open grave when they drive down the road in the car to that warehouse.. the scenes when they are in the warehouse remind me of the compound of my first description.
226224414	movie	extra	imdb	Movie with Brian Dennehy about corpses under a house. Anyone know what movie this is?
226230723	movie	extra	imdb	Man with roadkill night job traces parrot's previous owners? SOLVED!. I was just talking to someone whose (rescue) parrot just died of old age and he told me he had once met someone who, by sheer coincidence, had owned the same bird. His story stirred a dormant movie memory, which is extremely fuzzy. In this movie, the main character--who is a well-known actor in an unusual role--is a loner who has a job driving around at night (in Houston?) and cleaning up traffic accidents or road kill. He eats at a 24-hour diner and lives in a small trailer. He meets a quirky girl and it's touch/go whether they'll be able to sustain a relationship. In the background, I think the man is trying to track down people who had owned his parrot. The romance fails but he does find the bird owner's widow and it's all very depressing. In the end, he regains consciousness from an injury to find that the quirky girl has hooked up his little trailer and is hauling him off to happier times. I'm sure someone knows the name of this movie and I'd love to be able to tell my sad parrot owner friend. Thanks in advance, C.
226236522	movie	extra	imdb	Omar from The Wire...SOLVED. made a cameo as the character or as Michael K Williams the actor either during the credits of a movie or TV show. The group was sitting in their living room maybe high or smoking. I think it was the New Girl but I'm not sure. Please confirm or correct my recollection.
226238716	movie	extra	imdb	Name of a movie?!?. There is a clown at the start of the movie and the clown is obsessed with these 3 girls he's known since he was little because they had to make a diorama and he put a rat that was alive but was cut open in one and he goes on this major mission to kidnap them and tries to kill then because they thought what he did was disgusting and gross! Please help I really need to know what it's called xx
226241459	movie	extra	imdb	i need to know the name of a late night cable tv show from the 1990s. guy goes to a place where he discover a stripper that can impale herself with swords and not die, a curse makes this possible. the only way the curse can be broken is for her to be kissed. guy falls in love with her kisses her and breaks the curse. the next night she impales herself and dies. at the end of the show a narrator came on and said ""a rose is not a rose with out a prick"". can anyone help me out i have been looking for years. thank you
226246054	movie	extra	imdb	[SOLVED] Unknown Episode : Lucky guy wins lottery. Ok, so the title isn't to specific i know. A few years ago i watched what i think it was an episode from a TV Series (maybe X Files ??..) The plot begins with a guy who participates a poker game and he keeps winning hand after hand. The surroundings of the poker game aren't to legit and the other players seemed to be some kind of gangsters. After the game the lucky guy leaves and on his way home (i think) those mobsters try to kill him pushing him off a tall building,he lands in a bin and goes home. Following the story we find that anytime when the guy has luck something bad to someone happens around him. In a scene the guy goes to a store and buys a lottery ticket, the store clerk ask him why he is not buying a more expensive ticket with a more substantial win but he tells him that he don't need that amount of money (like he was sure that the ticket wich bought it's gonna be winner). The store clerk becomes interested in his story, the guy briefly explains it and he chooses another ticket for the store clerk or another customer, i don't remember exactly. The ticket is winner and the customer/store clerk is enthusiast but dies as he leaves the store. In the end i think that the guy was trying to earn some money for a sick kid but i'm not sure.
226250679	movie	extra	imdb	Underworld. Can someone tell me which movie has Selene and Michael driving in a straight truck with a flying vampire trying to get them. They go up hill into a old factory and Michael covers the windows with alum paint ?
226252489	movie	extra	imdb	Help remember this film! SOLVED. I remember a passage from the movie of the winter-a man and a woman got lost somewhere in the north where it is very cold and snowstorm.They slept in a tent. They go across the field and they are very cold, because there is no warm clothes. Man froze feet, legs were wrapped in newspaper. He takes off the boots and newspapers if frozen to the skin and feet are blue and frozen. He could not walk enymore. Help remember this film!
226255166	movie	extra	imdb	SOLVED.Movie title help: therapist/patient relationship in the old days!. I've been searching all over for this film, but I can't seem to find it. What I can recall from it is this: I'm pretty sure that it was located in England, and it was quite a little back in time. A woman gets sent to a mental institution, and they don't quite know what's wrong with her. She starts to get special treatment from our other main character, the doctor. They get along really well and I don't remember how fast, but they end up getting intimate. The doctor uses new techniques on her and talks it over with this other old guy. She ends up getting released from the institution, I think, and she moves to the city. And some time passes, and the doctor seeks her out, I think. And they end up having sex, and I'm not sure about this, but I sort of think that she has a partner at that time? From here on I only sort of remember the ending, which is that they meet up? By the sea, I think. And she turns out to be pregnant, and it's not his, so they part ways? If you have any idea about the title, it'd be much appreciated.
226256404	movie	extra	imdb	Dystopian, similar to THX 1138?. I'm not going to lie and say I remember a ton of specifics about this movie, but it involved a dystopian society(?) where everyone dressed in grey or white uniforms and were assigned numbers/names that were not otherwise theirs, similar to THX 1138. I remember a scene in particular where the protagonist (a man in his mid-late twenties) was pulled from the line of the cafeteria/meal dispensary by a supervisor/man in power and asked about his behavior, to which he responded that he had a fairly vivid dream involving a boat or a body of water of some sort (obviously not what the character had said) and started sketching out his dream. I specifically remember the supervisor said ""You're a very good(?) artist."" And that's as far as my memory goes.
226257805	movie	extra	imdb	Help with a film title!. All I can remember is that there's 2, maybe 3 men on the run and they're hiding out in an old town and it may or may not involve some sort of fancy dress to disguise themselves. I can't remember when exactly it was set, but definitely an old setting. I know I'm pretty much describing 'O Brother Where Art Thou' but I'm certain it's not that. Please help if you have any ideas.
226258042	movie	extra	imdb	[Solved] What's this movie called?. It's about a young woman who is searching for her missing dog. She came out of a shop to find that her dog had vanished. She was away from home and in one scene she borrowed an old mans phone to call someone. I think the movie was with subtitles and I have a feeling that it's Canadian. Also, It was on Film 4 a few years ago and I think it was probably made in the late 2000's. That's all I can remember... Any help will be greatly appreciated.
226265672	movie	extra	imdb	Movie title forgotten [SOLVED!]. Hey. In my high School English class (I'm going to say 4-7 years ago) we watched a film that was based on a short story that we were reading and the film is about this girl who lived on a farm house (I think she was a teenager or 20-something, basically under 21 and over 13 but she was pretty tall for a teenager and she had blond or light hair). Then, when her parent(s) left and she was by her self this man drives up to her house who looks like a greaser or something with along with this big (bald?) guy in the driver's seat, who I think had on sunglasses and never spoke a word. The greaser guy gets out and says to her promiscuous things and shows her a number on his car (69?) that had a sexual meaning and tell her to get in to show her a good time or something (she was obviously a virgin). He then takes her to this grass field and, although it shows nothing, you can obviously tell what he was doing with her there (He didn't rape her as it was consensual, I think). That's all I remember. I don't know if the movie shares the same title as the short story, though. additionally, it looked like a Strait-To-video movie or a TV-Only movie with an extremely low budget and it looked like it was made in the 90s. In fact, I think it was a short film. Any thoughts? ""They're all your hats, Mr. Angier.""
226271051	movie	extra	imdb	Guy is giving a eulogy while trying to report end of football gameSOLVED. Remember seeing this scene on a sitcom (one that I didn't usually watch) as a kid and found it pretty funny. He's got the game on his headphones and trying to eulogize the deceased while also letting his friend in the audience know how the game is ending. At the end he actually announces the final score of the game to cheers from those in attendance Anyone know what I'm talking about? And is it on youtube? I'm curious if I'd find it as funny as I did when I was a kid. Thanks in advance! ""Bltch, what you DON'T know about me -- I can just about squeeze into the Grand xxxxing Canyon!""
226278351	movie	extra	imdb	Film about a house. SOLVED. I would like to know the name of the movie. The film is from 90 years of the end of the beginning of 2000. A new man is large, beautiful house. It has been lowered and is surrounded by bushes. the house he wants to sell. He decides to clean up the house and make repairs. In the yard is a large swimming pool, which he cleaned the sheets. Appeared a man who wants to take away the house illegally. At the end of the movie he kept a house for himself and did not sell. What this could be a movie?
226284513	movie	extra	imdb	[solved] Chips episode title question. What was the episode where Jon and Ponch took their girlfriends to the beach? I remember that Ponch was trying to water-ski. Thanks in advance.
226285879	movie	extra	imdb	I need to know the name of a film (SOLVED). I've not seen it before but I can describe the poster. It's an 80's film with 2 kids The poster of them is infront of a car, I think one is wearing denim and sunglasses, maybe one has a hat. Rings any bells for anyone? Baby, you make me wish I had three hands.
226286436	movie	extra	imdb	Guy robs bank by saying a guy at another desk has a bomb SOLVED. He talks to the teller and says a guy who is at a desk in the bank talking to someone has a bomb and will detonate it if she doesn't give him the money. Later it is found out that the guy at the desk was just a normal customer. ""Worthington, we're being attacked by giant bats!""
226288192	movie	extra	imdb	There's this dinosaur movie.... I saw this movie years ago but can't remember the name. There's this group of kids that love this animated dinosaur movie. Their parents are scientists that were working on some dimensional laser. While they are away the kids try watching the movie on a big screen in the lab. They accidentally trigger the laser and are sent into the world of the movie. This world is not animated. Their best weapon in this world is a TV remote that has power there. I remember they used this remote to pretty much delete the main villain. Does this movie sound familiar to anyone?
226293014	movie	extra	imdb	Comedy or Tragedy?. I only remember the dialogue of finding out if the story is a comedy or tragedy. ring any bells?
226293025	movie	extra	imdb	British 50s/60s Thriller. I'm trying to remember the name of a thriller I vaguely remember from many years ago. The story was set in Europe and centred around a plot to unhinge a young girl. I think her father had been murdered but the body was hidden. She eventually comes across the body when she falls in the swimming pool. I think she may have been in a wheelchair. Also her chauffeur was part of the plot. It has a very similar feel to ""Chase a Crooked Shadow"".
226296190	movie	extra	imdb	What is this movie? (Solved: Palmetto). (Look below for edit) I watched a movie in the late 90's or early 00's that I can't seem to find anywhere. I can't remember the lead actor so I am having a hard time finding the title. This is what I can remember about the plot. So what I remember is that the main character is a writer (I think a crime fiction writer). He has writers block and is spending time in a lake house or cabin. He is mostly just smoking cigarettes and wasting time. At some point a dead body comes into the story and for some reason he feels obligated to dispose of it. It is in his trunk. The car is like an old buick or something the type of car that doesn’t have a button to pop the trunk. So he is going out to the country to dispose of the body. At that point either a police officer pulls him over for something like a break light out, or he gets a flat and a officer stops to help him. He knows the officer. The officer is real friendly. Maybe he has a flat I don’t remember but at some point the officer asks him to pop the trunk. He can’t cause there is a dead body inside. So he breaks the key off in the trunk lock and says oops. or something like that. That whole scene it is raining hard and dark if I remember correctly. Ok so later when the body is found the police call him in as an expert on crime scenes (I think because he is a crime fiction writer) So he is wondering around the scene with the police and he sees one of his cigarette butts he dropped when he was hiding the body. He tries to hide the butt but the cop finds it and says isn’t that your brand with a laugh. I remember the setting was ""the present"" so it would have been whatever year the movie came out. Could be late 80's to early 00's. Not sure. That's all I have. Any suggestions what movie this might be? EDIT: (Solved) I checked out those links Star-Core posted. That is definitely the movie I remember. I misremembered the part about the main character being a writer and that's what threw me off. I'm guessing that when I watched that movie I caught it on cable and was switching back and forth between another movie. That's the only thing that would explain why I was so off about the main character's back story. That and its been over 10 year since I've seen it. Oh well. Thank you all for helping me figure it out. Thanks to Star-Core for solving this for me.
